iso3c,rcid,year,issue_domain,brazil,post_2009,observation_weight,fwl_residual,ddd_outcome_weight
BGD,4596,2005,Non-human rights,0,0,1,-0.001696194143965051,-5.421366567404997e-5
BGR,4596,2005,Non-human rights,0,0,1,-0.0016680282392034628,-5.33134285463693e-5
BHR,4596,2005,Non-human rights,0,0,1,-0.001710211495395652,-5.466168750386117e-5
BLR,4596,2005,Non-human rights,0,0,1,-0.001702420796645649,-5.441268161093162e-5
BRA,4596,2005,Non-human rights,1,0,1,0.12436497028218604,0.003974946467319318
BRB,4596,2005,Non-human rights,0,0,1,-0.0017255126375685691,-5.515074178408319e-5
CAN,4596,2005,Non-human rights,0,0,1,-0.0017071151505407183,-5.4562722296738984e-5
COL,4596,2005,Non-human rights,0,0,1,-0.0017155815869651701,-5.483332608074503e-5
COM,4596,2005,Non-human rights,0,0,1,-0.0017238295015898166,-5.509694548278083e-5
CRI,4596,2005,Non-human rights,0,0,1,-0.0017111493506526338,-5.469166318296228e-5
CYP,4596,2005,Non-human rights,0,0,1,-0.001701383783837096,-5.437953666351942e-5
CZE,4596,2005,Non-human rights,0,0,1,-0.001701383783837096,-5.437953666351942e-5
DEU,4596,2005,Non-human rights,0,0,1,-0.001701383783837096,-5.437953666351942e-5
DNK,4596,2005,Non-human rights,0,0,1,-0.0017071151505407183,-5.4562722296738984e-5
DOM,4596,2005,Non-human rights,0,0,1,-0.0016951858237219666,-5.4181437796866544e-5
DZA,4596,2005,Non-human rights,0,0,1,-0.0017046107609935365,-5.4482677133211235e-5
ECU,4596,2005,Non-human rights,0,0,1,-0.0017096595147952898,-5.464404512970662e-5
EGY,4596,2005,Non-human rights,0,0,1,-0.001701383783837096,-5.437953666351942e-5
ESP,4596,2005,Non-human rights,0,0,1,-0.0016970815353844388,-5.424202843069778e-5
EST,4596,2005,Non-human rights,0,0,1,-0.0016981534835575885,-5.427628998034751e-5
FIN,4596,2005,Non-human rights,0,0,1,-0.001701383783837096,-5.437953666351942e-5
FRA,4596,2005,Non-human rights,0,0,1,-0.001701383783837096,-5.437953666351942e-5
GBR,4596,2005,Non-human rights,0,0,1,-0.0016941394347582308,-5.414799316928849e-5
GEO,4596,2005,Non-human rights,0,0,1,-0.0017128507098153416,-5.4746041932686585e-5
GHA,4596,2005,Non-human rights,0,0,1,-0.0017706414081910887,-5.659314511480745e-5
GIN,4596,2005,Non-human rights,0,0,1,-0.0017248771647260378,-5.513043083539109e-5
GRC,4596,2005,Non-human rights,0,0,1,-0.0017006104963508514,-5.435482089062376e-5
GTM,4596,2005,Non-human rights,0,0,1,-0.001708748149294296,-5.4614916114756574e-5
GUY,4596,2005,Non-human rights,0,0,1,-0.0017097219815897348,-5.46460416900189e-5
HRV,4596,2005,Non-human rights,0,0,1,-0.0017078498000929869,-5.458620312607446e-5
HUN,4596,2005,Non-human rights,0,0,1,-0.0016984548650843762,-5.4285922720439043e-5
IND,4596,2005,Non-human rights,0,0,1,-0.0017011723754391688,-5.437277963971605e-5
IRL,4596,2005,Non-human rights,0,0,1,-0.001701383783837096,-5.437953666351942e-5
ISL,4596,2005,Non-human rights,0,0,1,-0.0017071151505407183,-5.4562722296738984e-5
ITA,4596,2005,Non-human rights,0,0,1,-0.0017031086568587846,-5.443466696193527e-5
JAM,4596,2005,Non-human rights,0,0,1,-0.0017044346950199163,-5.447704972206589e-5
JOR,4596,2005,Non-human rights,0,0,1,-0.0016973526868345622,-5.425069495871069e-5
KWT,4596,2005,Non-human rights,0,0,1,-0.0017239947751743864,-5.510222794816989e-5
LBY,4596,2005,Non-human rights,0,0,1,-0.0016889432775310251,-5.398191387246518e-5
LKA,4596,2005,Non-human rights,0,0,1,-0.001689446706714935,-5.399800444886775e-5
LTU,4596,2005,Non-human rights,0,0,1,-0.001701383783837096,-5.437953666351942e-5
LVA,4596,2005,Non-human rights,0,0,1,-0.0017027538186454086,-5.442332564211243e-5
MAR,4596,2005,Non-human rights,0,0,1,-0.0017105035555626338,-5.467102231515373e-5
MDV,4596,2005,Non-human rights,0,0,1,-0.0016936858290654121,-5.4133495048618863e-5
MEX,4596,2005,Non-human rights,0,0,1,-0.0017087728563741236,-5.4615705801108406e-5
MUS,4596,2005,Non-human rights,0,0,1,-0.0016952802935983708,-5.4184457237956985e-5
MWI,4596,2005,Non-human rights,0,0,1,-0.001700144581596835,-5.433992934840454e-5
NAM,4596,2005,Non-human rights,0,0,1,-0.0016205976081817776,-5.179745327781428e-5
NGA,4596,2005,Non-human rights,0,0,1,-0.0017222630254148613,-5.504687785583049e-5
NLD,4596,2005,Non-human rights,0,0,1,-0.0017071151505407183,-5.4562722296738984e-5
NOR,4596,2005,Non-human rights,0,0,1,-0.001705680491599256,-5.451686780509047e-5
PAK,4596,2005,Non-human rights,0,0,1,-0.001705661733267189,-5.451626825229345e-5
PAN,4596,2005,Non-human rights,0,0,1,-0.0017251560376870163,-5.513934415791717e-5
POL,4596,2005,Non-human rights,0,0,1,-0.0017040563554473614,-5.44649572530695e-5
PRT,4596,2005,Non-human rights,0,0,1,-0.001701383783837096,-5.437953666351942e-5
QAT,4596,2005,Non-human rights,0,0,1,-0.0017038516410530125,-5.4458414182647177e-5
ROU,4596,2005,Non-human rights,0,0,1,-0.0016950272221980594,-5.417636858352025e-5
RWA,4596,2005,Non-human rights,0,0,1,-0.0015818376792110633,-5.055861052019448e-5
SGP,4596,2005,Non-human rights,0,0,1,-0.001701383783837096,-5.437953666351942e-5
SLV,4596,2005,Non-human rights,0,0,1,-0.0017257726637888633,-5.515905272810082e-5
SVK,4596,2005,Non-human rights,0,0,1,-0.0017066298503129245,-5.454721115705326e-5
SVN,4596,2005,Non-human rights,0,0,1,-0.0017071151505407183,-5.4562722296738984e-5
SWE,4596,2005,Non-human rights,0,0,1,-0.0016981883227752995,-5.4277403509543476e-05
TGO,4596,2005,Non-human rights,0,0,1,-0.0017646181664481056,-5.640063058733435e-5
TTO,4596,2005,Non-human rights,0,0,1,-0.0017055758229773971,-5.45135223922483e-5
TUN,4596,2005,Non-human rights,0,0,1,-0.0016866085995690635,-5.3907293021463726e-5
TUR,4596,2005,Non-human rights,0,0,1,-0.001725156951643406,-5.5139373369741966e-5
UGA,4596,2005,Non-human rights,0,0,1,-0.0017448960037715986,-5.5770271888409725e-5
UKR,4596,2005,Non-human rights,0,0,1,-0.0016882032037004945,-5.395825967264068e-5
VEN,4596,2005,Non-human rights,0,0,1,-0.0017110021023439294,-5.468695684046748e-5
ARE,4597,2005,Non-human rights,0,0,1,-0.0018158773169756853,-5.8038972789685016e-5
ARG,4597,2005,Non-human rights,0,0,1,-0.0018304161004717746,-5.8503660603028055e-5
AUT,4597,2005,Non-human rights,0,0,1,-0.0018240988130584107,-5.830174780370993e-5
AZE,4597,2005,Non-human rights,0,0,1,-0.00181013410734307,-5.785540863340822e-5
BGD,4597,2005,Non-human rights,0,0,1,-0.0018189091731863655,-5.8135876814240474e-5
BGR,4597,2005,Non-human rights,0,0,1,-0.0017907432684247777,-5.7235639686559816e-5
BHR,4597,2005,Non-human rights,0,0,1,-0.0018329265246169665,-5.858389864405168e-5
BLR,4597,2005,Non-human rights,0,0,1,-0.0018251358258669632,-5.833489275112211e-5
BRA,4597,2005,Non-human rights,1,0,1,0.12424225525296473,0.0039710242561791275
BRB,4597,2005,Non-human rights,0,0,1,-0.0018482276667898838,-5.90729529242737e-5
CAN,4597,2005,Non-human rights,0,0,1,-0.0018298301797620327,-5.848493343692949e-5
COM,4597,2005,Non-human rights,0,0,1,-0.001846544530811131,-5.901915662297133e-5
CRI,4597,2005,Non-human rights,0,0,1,-0.001833864379873948,-5.8613874323152766e-5
CYP,4597,2005,Non-human rights,0,0,1,-0.0018240988130584107,-5.830174780370993e-5
CZE,4597,2005,Non-human rights,0,0,1,-0.0018240988130584107,-5.830174780370993e-5
DEU,4597,2005,Non-human rights,0,0,1,-0.0018240988130584107,-5.830174780370993e-5
DNK,4597,2005,Non-human rights,0,0,1,-0.0018298301797620327,-5.848493343692949e-5
DOM,4597,2005,Non-human rights,0,0,1,-0.0018179008529432814,-5.810364893705706e-5
DZA,4597,2005,Non-human rights,0,0,1,-0.0018273257902148509,-5.840488827340173e-5
ECU,4597,2005,Non-human rights,0,0,1,-0.001832374544016605,-5.8566256269897143e-5
EGY,4597,2005,Non-human rights,0,0,1,-0.0018240988130584107,-5.830174780370993e-5
ESP,4597,2005,Non-human rights,0,0,1,-0.0018197965646057535,-5.816423957088828e-5
EST,4597,2005,Non-human rights,0,0,1,-0.001820868512778903,-5.819850112053801e-5
FIN,4597,2005,Non-human rights,0,0,1,-0.0018240988130584107,-5.830174780370993e-5
FRA,4597,2005,Non-human rights,0,0,1,-0.0018240988130584107,-5.830174780370993e-5
GBR,4597,2005,Non-human rights,0,0,1,-0.0018168544639795459,-5.807020430947901e-5
GEO,4597,2005,Non-human rights,0,0,1,-0.0018355657390366565,-5.86682530728771e-5
GHA,4597,2005,Non-human rights,0,0,1,-0.0018933564374124035,-6.051535625499796e-5
GRC,4597,2005,Non-human rights,0,0,1,-0.0018233255255721663,-5.827703203081427e-5
GTM,4597,2005,Non-human rights,0,0,1,-0.0018314631785156113,-5.85371272549471e-5
GUY,4597,2005,Non-human rights,0,0,1,-0.0018324370108110492,-5.8568252830209404e-5
HRV,4597,2005,Non-human rights,0,0,1,-0.001830564829314302,-5.8508414266264985e-5
HUN,4597,2005,Non-human rights,0,0,1,-0.0018211698943056904,-5.820813386062954e-5
IND,4597,2005,Non-human rights,0,0,1,-0.0018238874046604837,-5.8294990779906565e-5
IRL,4597,2005,Non-human rights,0,0,1,-0.0018240988130584107,-5.830174780370993e-5
ISL,4597,2005,Non-human rights,0,0,1,-0.0018298301797620327,-5.848493343692949e-5
ITA,4597,2005,Non-human rights,0,0,1,-0.0018258236860800988,-5.835687810212576e-5
JAM,4597,2005,Non-human rights,0,0,1,-0.0018271497242412314,-5.8399260862256405e-5
JOR,4597,2005,Non-human rights,0,0,1,-0.0018200677160558764,-5.817290609890119e-5
KWT,4597,2005,Non-human rights,0,0,1,-0.0018467098043957009,-5.902443908836039e-5
LBY,4597,2005,Non-human rights,0,0,1,-0.0018116583067523395,-5.7904125012655684e-5
LKA,4597,2005,Non-human rights,0,0,1,-0.00181216173593625,-5.7920215589058264e-5
LTU,4597,2005,Non-human rights,0,0,1,-0.0018240988130584107,-5.830174780370993e-5
LVA,4597,2005,Non-human rights,0,0,1,-0.0018254688478667237,-5.834553678230295e-5
MAR,4597,2005,Non-human rights,0,0,1,-0.0018332185847839484,-5.859323345534424e-5
MDV,4597,2005,Non-human rights,0,0,1,-0.0018164008582867274,-5.8055706188809394e-5
MEX,4597,2005,Non-human rights,0,0,1,-0.0018314878855954378,-5.85379169412989e-5
MUS,4597,2005,Non-human rights,0,0,1,-0.0018179953228196857,-5.8106668378147495e-5
NAM,4597,2005,Non-human rights,0,0,1,-0.0017433126374030924,-5.57196644180048e-5
NGA,4597,2005,Non-human rights,0,0,1,-0.001844978054636176,-5.8969088996021e-5
NLD,4597,2005,Non-human rights,0,0,1,-0.0018298301797620327,-5.848493343692949e-5
NOR,4597,2005,Non-human rights,0,0,1,-0.0018283955208205707,-5.843907894528097e-5
PAK,4597,2005,Non-human rights,0,0,1,-0.0018283767624885034,-5.843847939248395e-5
PAN,4597,2005,Non-human rights,0,0,1,-0.001847871066908331,-5.9061555298107676e-5
POL,4597,2005,Non-human rights,0,0,1,-0.0018267713846686767,-5.8387168393260025e-5
PRT,4597,2005,Non-human rights,0,0,1,-0.0018240988130584107,-5.830174780370993e-5
QAT,4597,2005,Non-human rights,0,0,1,-0.0018265666702743269,-5.838062532283767e-5
ROU,4597,2005,Non-human rights,0,0,1,-0.0018177422514193738,-5.8098579723710746e-5
SGP,4597,2005,Non-human rights,0,0,1,-0.0018240988130584107,-5.830174780370993e-5
SLV,4597,2005,Non-human rights,0,0,1,-0.0018484876930101781,-5.908126386829133e-5
SVK,4597,2005,Non-human rights,0,0,1,-0.0018293448795342398,-5.846942229724379e-5
SVN,4597,2005,Non-human rights,0,0,1,-0.0018298301797620327,-5.848493343692949e-5
SWE,4597,2005,Non-human rights,0,0,1,-0.0018209033519966146,-5.8199614649734e-5
TGO,4597,2005,Non-human rights,0,0,1,-0.001887333195669421,-6.032284172752488e-5
TTO,4597,2005,Non-human rights,0,0,1,-0.0018282908521987115,-5.84357335324388e-5
TUN,4597,2005,Non-human rights,0,0,1,-0.0018093236287903785,-5.782950416165424e-5
TUR,4597,2005,Non-human rights,0,0,1,-0.0018478719808647207,-5.9061584509932476e-5
UKR,4597,2005,Non-human rights,0,0,1,-0.0018109182329218093,-5.7880470812831194e-5
VEN,4597,2005,Non-human rights,0,0,1,-0.0018337171315652447,-5.8609167980658e-5
ALB,4598,2005,Non-human rights,0,0,1,-0.001435161477356877,-4.5870553673662785e-5
ARE,4598,2005,Non-human rights,0,0,1,-0.0013982849086547327,-4.4691906775288994e-5
ARG,4598,2005,Non-human rights,0,0,1,-0.0014128236921508222,-4.515659458863204e-5
AUT,4598,2005,Non-human rights,0,0,1,-0.001406506404737458,-4.4954681789313906e-5
AZE,4598,2005,Non-human rights,0,0,1,-0.0013925416990221175,-4.45083426190122e-5
BGD,4598,2005,Non-human rights,0,0,1,-0.0014013167648654135,-4.478881079984447e-5
BGR,4598,2005,Non-human rights,0,0,1,-0.001373150860103825,-4.3888573672163786e-5
BHR,4598,2005,Non-human rights,0,0,1,-0.0014153341162960135,-4.523683262965564e-5
BLR,4598,2005,Non-human rights,0,0,1,-0.001407543417546011,-4.4987826736726104e-5
BOL,4598,2005,Non-human rights,0,0,1,-0.0013769676063850273,-4.401056431078731e-5
BRA,4598,2005,Non-human rights,1,0,1,0.12465984766128571,0.003984371322193525
BRB,4598,2005,Non-human rights,0,0,1,-0.0014306352584689316,-4.572588690987769e-5
BTN,4598,2005,Non-human rights,0,0,1,-0.0014711707750651424,-4.702148090334284e-5
BWA,4598,2005,Non-human rights,0,0,1,-0.0015203584114617877,-4.8593613482854564e-5
CAN,4598,2005,Non-human rights,0,0,1,-0.0014122377714410803,-4.513786742253347e-5
CIV,4598,2005,Non-human rights,0,0,1,-0.0015581347831270897,-4.9801019834968195e-5
COL,4598,2005,Non-human rights,0,0,1,-0.0014207042078655321,-4.540847120653951e-5
COM,4598,2005,Non-human rights,0,0,1,-0.0014289521224901782,-4.5672090608575295e-5
CPV,4598,2005,Non-human rights,0,0,1,-0.001396214646371828,-4.462573716394921e-5
CRI,4598,2005,Non-human rights,0,0,1,-0.0014162719715529954,-4.5266808308756744e-5
CYP,4598,2005,Non-human rights,0,0,1,-0.001406506404737458,-4.4954681789313906e-5
CZE,4598,2005,Non-human rights,0,0,1,-0.001406506404737458,-4.4954681789313906e-5
DEU,4598,2005,Non-human rights,0,0,1,-0.001406506404737458,-4.4954681789313906e-5
DNK,4598,2005,Non-human rights,0,0,1,-0.0014122377714410803,-4.513786742253347e-5
DOM,4598,2005,Non-human rights,0,0,1,-0.001400308444622329,-4.475658292266104e-5
DZA,4598,2005,Non-human rights,0,0,1,-0.0014097333818938985,-4.5057822259005715e-5
ECU,4598,2005,Non-human rights,0,0,1,-0.0014147821356956518,-4.52191902555011e-5
EGY,4598,2005,Non-human rights,0,0,1,-0.001406506404737458,-4.4954681789313906e-5
ESP,4598,2005,Non-human rights,0,0,1,-0.0014022041562848004,-4.4817173556492245e-5
EST,4598,2005,Non-human rights,0,0,1,-0.0014032761044579505,-4.4851435106141995e-5
FIN,4598,2005,Non-human rights,0,0,1,-0.001406506404737458,-4.4954681789313906e-5
FJI,4598,2005,Non-human rights,0,0,1,-0.001474580522601964,-4.713046307006701e-5
FRA,4598,2005,Non-human rights,0,0,1,-0.001406506404737458,-4.4954681789313906e-5
GBR,4598,2005,Non-human rights,0,0,1,-0.0013992620556585933,-4.4723138295082985e-5
GEO,4598,2005,Non-human rights,0,0,1,-0.0014179733307157036,-4.532118705848107e-5
GHA,4598,2005,Non-human rights,0,0,1,-0.0014757640290914507,-4.716829024060193e-5
GIN,4598,2005,Non-human rights,0,0,1,-0.0014299997856263998,-4.570557596118557e-5
GRC,4598,2005,Non-human rights,0,0,1,-0.0014057331172512139,-4.4929966016418255e-5
GTM,4598,2005,Non-human rights,0,0,1,-0.001413870770194658,-4.5190061240551055e-5
GUY,4598,2005,Non-human rights,0,0,1,-0.0014148446024900964,-4.5221186815813375e-5
HRV,4598,2005,Non-human rights,0,0,1,-0.0014129724209933489,-4.516134825186895e-5
HTI,4598,2005,Non-human rights,0,0,1,-0.001434781896969074,-4.585842154579641e-5
HUN,4598,2005,Non-human rights,0,0,1,-0.0014035774859847382,-4.486106784623353e-5
IND,4598,2005,Non-human rights,0,0,1,-0.0014062949963395308,-4.4947924765510535e-5
IRL,4598,2005,Non-human rights,0,0,1,-0.001406506404737458,-4.4954681789313906e-5
ISL,4598,2005,Non-human rights,0,0,1,-0.0014122377714410803,-4.513786742253347e-5
ISR,4598,2005,Non-human rights,0,0,1,-0.0014142691818627747,-4.520279525278236e-5
JAM,4598,2005,Non-human rights,0,0,1,-0.0014095573159202787,-4.505219484786038e-5
JOR,4598,2005,Non-human rights,0,0,1,-0.0014024753077349242,-4.482584008450518e-5
KEN,4598,2005,Non-human rights,0,0,1,-0.0014547694437402302,-4.649726243682959e-5
KWT,4598,2005,Non-human rights,0,0,1,-0.0014291173960747485,-4.567737307396437e-5
LBN,4598,2005,Non-human rights,0,0,1,-0.0014484608803557344,-4.629562847445125e-5
LBY,4598,2005,Non-human rights,0,0,1,-0.0013940658984313871,-4.455705899825967e-5
LKA,4598,2005,Non-human rights,0,0,1,-0.001394569327615297,-4.4573149574662235e-5
LTU,4598,2005,Non-human rights,0,0,1,-0.001406506404737458,-4.4954681789313906e-5
LVA,4598,2005,Non-human rights,0,0,1,-0.0014078764395457706,-4.499847076790691e-5
MAR,4598,2005,Non-human rights,0,0,1,-0.0014156261764629962,-4.524616744094823e-5
MDA,4598,2005,Non-human rights,0,0,1,-0.001438145176162138,-4.596591849382562e-5
MDG,4598,2005,Non-human rights,0,0,1,-0.0015076883980380971,-4.818865519769506e-5
MDV,4598,2005,Non-human rights,0,0,1,-0.0013988084499657748,-4.470864017441337e-5
MEX,4598,2005,Non-human rights,0,0,1,-0.0014138954772744856,-4.5190850926902894e-5
MUS,4598,2005,Non-human rights,0,0,1,-0.0014004029144987333,-4.475960236375148e-5
MWI,4598,2005,Non-human rights,0,0,1,-0.0014052672024971965,-4.4915074474199004e-5
NAM,4598,2005,Non-human rights,0,0,1,-0.0013257202290821396,-4.237259840360876e-5
NGA,4598,2005,Non-human rights,0,0,1,-0.0014273856463152233,-4.5622022981624976e-5
NIC,4598,2005,Non-human rights,0,0,1,-0.001446415102405789,-4.6230241430039924e-5
NLD,4598,2005,Non-human rights,0,0,1,-0.0014122377714410803,-4.513786742253347e-5
NOR,4598,2005,Non-human rights,0,0,1,-0.0014108031124996185,-4.509201293088496e-5
PAK,4598,2005,Non-human rights,0,0,1,-0.001410784354167551,-4.509141337808794e-5
PNG,4598,2005,Non-human rights,0,0,1,-0.0014497460574136858,-4.633670523420758e-5
POL,4598,2005,Non-human rights,0,0,1,-0.0014091789763477243,-4.504010237886401e-5
PRT,4598,2005,Non-human rights,0,0,1,-0.001406506404737458,-4.4954681789313906e-5
PRY,4598,2005,Non-human rights,0,0,1,-0.001410706786350579,-4.508893415970875e-5
QAT,4598,2005,Non-human rights,0,0,1,-0.0014089742619533745,-4.503355930844166e-5
ROU,4598,2005,Non-human rights,0,0,1,-0.0014001498430984212,-4.475151370931472e-5
SEN,4598,2005,Non-human rights,0,0,1,-0.001413427619871359,-4.517589729383767e-5
SGP,4598,2005,Non-human rights,0,0,1,-0.001406506404737458,-4.4954681789313906e-5
SLV,4598,2005,Non-human rights,0,0,1,-0.0014308952846892257,-4.5734197853895315e-5
SUR,4598,2005,Non-human rights,0,0,1,-0.0014505315979196954,-4.636181263745959e-5
SVK,4598,2005,Non-human rights,0,0,1,-0.0014117524712132874,-4.5122356282847774e-5
SVN,4598,2005,Non-human rights,0,0,1,-0.0014122377714410803,-4.513786742253347e-5
SWE,4598,2005,Non-human rights,0,0,1,-0.0014033109436756615,-4.4852548635337956e-5
SWZ,4598,2005,Non-human rights,0,0,1,-0.0013440593036199713,-4.295875091409991e-5
TCD,4598,2005,Non-human rights,0,0,1,-0.00134178463917373,-4.288604821184856e-5
TGO,4598,2005,Non-human rights,0,0,1,-0.0014697407873484677,-4.697577571312883e-5
TUN,4598,2005,Non-human rights,0,0,1,-0.0013917312204694264,-4.448243814725823e-5
UGA,4598,2005,Non-human rights,0,0,1,-0.0014500186246719604,-4.6345417014204205e-5
UKR,4598,2005,Non-human rights,0,0,1,-0.001393325824600857,-4.453340479843518e-5
VEN,4598,2005,Non-human rights,0,0,1,-0.0014161247232442919,-4.526210196626197e-5
ALB,4599,2005,Non-human rights,0,0,1,-0.0014185380375232395,-4.5339236186982394e-5
ARE,4599,2005,Non-human rights,0,0,1,-0.0013816614688210952,-4.41605892886086e-5
ARG,4599,2005,Non-human rights,0,0,1,-0.0013962002523171847,-4.462527710195165e-5
AUT,4599,2005,Non-human rights,0,0,1,-0.001389882964903821,-4.442336430263353e-5
AZE,4599,2005,Non-human rights,0,0,1,-0.00137591825918848,-4.397702513233181e-5
BGD,4599,2005,Non-human rights,0,0,1,-0.001384693325031776,-4.425749331316408e-5
BGR,4599,2005,Non-human rights,0,0,1,-0.0013565274202701875,-4.3357256185483395e-5
BHR,4599,2005,Non-human rights,0,0,1,-0.0013987106764623764,-4.470551514297526e-5
BLR,4599,2005,Non-human rights,0,0,1,-0.0013909199777123735,-4.445650925004571e-5
BOL,4599,2005,Non-human rights,0,0,1,-0.0013603441665513897,-4.347924682410692e-5
BRA,4599,2005,Non-human rights,1,0,1,0.12467647110111926,0.003984902639680202
BRB,4599,2005,Non-human rights,0,0,1,-0.001414011818635294,-4.51945694231973e-5
BTN,4599,2005,Non-human rights,0,0,1,-0.001454547335231505,-4.649016341666245e-5
BWA,4599,2005,Non-human rights,0,0,1,-0.0015037349716281502,-4.8062295996174174e-5
CAN,4599,2005,Non-human rights,0,0,1,-0.0013956143316074428,-4.460654993585308e-5
CIV,4599,2005,Non-human rights,0,0,1,-0.0015415113432934522,-4.9269702348287804e-5
COL,4599,2005,Non-human rights,0,0,1,-0.0014040807680318946,-4.487715371985912e-5
