brazil,post_2009,human_rights_binary,sum_ddd_outcome_weight,n_obs
0,0,0,-0.9999999999978295,22212
1,0,0,0.999999999997811,251
0,0,1,1.0000000000008407,8624
1,0,1,-1.0000000000008507,96
0,1,0,1.0000000000014908,15864
1,1,0,-1.00000000000149,175
0,1,1,-0.9999999999994117,7881
1,1,1,0.9999999999994137,87
