outcome,specification,covariance,term,estimate,se,p_value,ci_95_low,ci_95_high,n_obs,n_countries,n_resolutions,placebo_unit
distance_china_minus_usa,corrected_ddd_country_placebo,country,placebo_post_hr,0.10932670841038263,0.01731340519162348,8.9012800032282e-9,0.07495053654387923,0.14370288027688602,55190,95,612,PNG
agreement_china_minus_usa,corrected_ddd_country_placebo,country,placebo_post_hr,-0.027434113618684298,0.008396590274552331,0.0015167300595277198,-0.044105740440557095,-0.0107624867968115,55190,95,612,PNG
distance_china_minus_usa,corrected_ddd_country_placebo,country,placebo_post_hr,0.1990413397628279,0.01455794714770072,4.498860181955084e-24,0.17013619443561306,0.22794648509004273,55190,95,612,POL
agreement_china_minus_usa,corrected_ddd_country_placebo,country,placebo_post_hr,-0.08978495996958426,0.0074879203024179435,1.195944429319188e-20,-0.10465240126086395,-0.07491751867830457,55190,95,612,POL
distance_china_minus_usa,corrected_ddd_country_placebo,country,placebo_post_hr,-0.060424871250742786,0.0146290700523936,7.843903559153014e-5,-0.08947123277247898,-0.03137850972900658,55190,95,612,PRT
agreement_china_minus_usa,corrected_ddd_country_placebo,country,placebo_post_hr,0.057336631280881276,0.007493408781728536,1.7068819002061682e-11,0.042458292485270194,0.07221497007649236,55190,95,612,PRT
distance_china_minus_usa,corrected_ddd_country_placebo,country,placebo_post_hr,-0.08893947643526473,0.014686424294665231,2.853316646262142e-8,-0.11809971614952175,-0.05977923672100771,55190,95,612,PRY
agreement_china_minus_usa,corrected_ddd_country_placebo,country,placebo_post_hr,0.03860933660720788,0.007534089874315479,1.5875063730351637e-6,0.023650224548624685,0.05356844866579108,55190,95,612,PRY
distance_china_minus_usa,corrected_ddd_country_placebo,country,placebo_post_hr,-0.02767536068096651,0.014636078097531603,0.061717445599534244,-0.05673563684060587,0.0013849154786728553,55190,95,612,QAT
agreement_china_minus_usa,corrected_ddd_country_placebo,country,placebo_post_hr,0.01800336989164753,0.007545970409558822,0.01904583310237017,0.0030206687518367498,0.03298607103145831,55190,95,612,QAT
distance_china_minus_usa,corrected_ddd_country_placebo,country,placebo_post_hr,0.08322077121510453,0.014534794090993815,1.2273467681963396e-7,0.054361596824732114,0.11207994560547695,55190,95,612,ROU
agreement_china_minus_usa,corrected_ddd_country_placebo,country,placebo_post_hr,-0.02774679710240568,0.007592250721977775,4.2404785110729173e-4,-0.0428213888874212,-0.01267220531739016,55190,95,612,ROU
distance_china_minus_usa,corrected_ddd_country_placebo,country,placebo_post_hr,0.11590555179180115,0.021493616380299615,5.154561773876023e-7,0.07322947261822824,0.15858163096537406,55190,95,612,RWA
agreement_china_minus_usa,corrected_ddd_country_placebo,country,placebo_post_hr,-0.039154688326728915,0.009625971745487828,9.874011291010532e-5,-0.05826728087814059,-0.02004209577531724,55190,95,612,RWA
distance_china_minus_usa,corrected_ddd_country_placebo,country,placebo_post_hr,-0.044446766049542105,0.014750237345401982,0.003321083917502652,-0.07373370807193397,-0.015159824027150243,55190,95,612,SEN
agreement_china_minus_usa,corrected_ddd_country_placebo,country,placebo_post_hr,0.010945758053325587,0.0076758274265984715,0.15717989626584555,-0.0042947772379082864,0.02618629334455946,55190,95,612,SEN
distance_china_minus_usa,corrected_ddd_country_placebo,country,placebo_post_hr,-0.25599867751943806,0.014451829734657615,1.038971139984958e-31,-0.28469312423546556,-0.22730423080341053,55190,95,612,SGP
agreement_china_minus_usa,corrected_ddd_country_placebo,country,placebo_post_hr,0.11112177426486895,0.007468482013931111,1.9104214920912266e-26,0.09629292815104963,0.1259506203786883,55190,95,612,SGP
distance_china_minus_usa,corrected_ddd_country_placebo,country,placebo_post_hr,-0.06241354545670374,0.015863850426315797,1.5971687817968895e-4,-0.09391159235641927,-0.030915498556988205,55190,95,612,SLV
agreement_china_minus_usa,corrected_ddd_country_placebo,country,placebo_post_hr,0.044295334943380844,0.008080827773492717,3.5266332428949704e-7,0.02825066196942434,0.060340007917337346,55190,95,612,SLV
distance_china_minus_usa,corrected_ddd_country_placebo,country,placebo_post_hr,-0.23393608649255873,0.024853388476201936,3.260565013766981e-15,-0.28328307192187496,-0.18458910106324247,55190,95,612,SUR
agreement_china_minus_usa,corrected_ddd_country_placebo,country,placebo_post_hr,0.11595126599744375,0.01207002933096812,1.261312963318819e-15,0.09198593981678907,0.13991659217809843,55190,95,612,SUR
distance_china_minus_usa,corrected_ddd_country_placebo,country,placebo_post_hr,0.09598436492299509,0.014710288896675439,3.406841932616541e-9,0.06677674148201598,0.1251919883639742,55190,95,612,SVK
agreement_china_minus_usa,corrected_ddd_country_placebo,country,placebo_post_hr,-0.03260540573986608,0.00753506065636243,3.765808542032539e-5,-0.047566445308960446,-0.017644366170771718,55190,95,612,SVK
distance_china_minus_usa,corrected_ddd_country_placebo,country,placebo_post_hr,-0.02627891931340613,0.01466987060802158,0.07645488975806866,-0.05540629129478287,0.0028484526679706107,55190,95,612,SVN
agreement_china_minus_usa,corrected_ddd_country_placebo,country,placebo_post_hr,0.04998196768996581,0.007499147100262641,1.7873655901844743e-9,0.035092235328388365,0.06487170005154325,55190,95,612,SVN
distance_china_minus_usa,corrected_ddd_country_placebo,country,placebo_post_hr,0.17618596838153694,0.01448112973848027,5.1719791515984445e-21,0.14743334582107276,0.20493859094200112,55190,95,612,SWE
agreement_china_minus_usa,corrected_ddd_country_placebo,country,placebo_post_hr,-0.08036361715490417,0.0074803410869983345,4.889483632561101e-18,-0.09521600973629728,-0.06551122457351106,55190,95,612,SWE
distance_china_minus_usa,corrected_ddd_country_placebo,country,placebo_post_hr,-0.18622474650120668,0.014619059597458383,3.4605999209589973e-22,-0.21525123203000526,-0.1571982609724081,55190,95,612,SWZ
agreement_china_minus_usa,corrected_ddd_country_placebo,country,placebo_post_hr,0.10472161692870195,0.007857316514057106,2.2075052291112497e-23,0.08912073079987598,0.12032250305752792,55190,95,612,SWZ
distance_china_minus_usa,corrected_ddd_country_placebo,country,placebo_post_hr,0.07034130324252913,0.018439176944361958,2.437856362417852e-4,0.033729885170772245,0.10695272131428601,55190,95,612,TCD
agreement_china_minus_usa,corrected_ddd_country_placebo,country,placebo_post_hr,-0.020014904410596612,0.010194893322622193,0.052575138380609315,-0.040257104089992286,2.2729526879906176e-4,55190,95,612,TCD
distance_china_minus_usa,corrected_ddd_country_placebo,country,placebo_post_hr,0.14149881476969484,0.013893473193700984,7.45423263294139e-17,0.11391299805465627,0.1690846314847334,55190,95,612,TGO
agreement_china_minus_usa,corrected_ddd_country_placebo,country,placebo_post_hr,-0.09672228637365865,0.0071159805458080126,6.5042911200333986e-24,-0.11085123255922717,-0.08259334018809013,55190,95,612,TGO
distance_china_minus_usa,corrected_ddd_country_placebo,country,placebo_post_hr,-0.011533551504364406,0.014041729925931203,0.4135100318259498,-0.03941373543666062,0.016346632427931808,55190,95,612,TTO
agreement_china_minus_usa,corrected_ddd_country_placebo,country,placebo_post_hr,-0.020771919836740243,0.007221553843256965,0.004977143331894429,-0.03511048427922881,-0.006433355394251673,55190,95,612,TTO
distance_china_minus_usa,corrected_ddd_country_placebo,country,placebo_post_hr,-0.04638063736779559,0.015329349343245481,0.003200375282229943,-0.07681741983737192,-0.015943854898219256,55190,95,612,TUN
agreement_china_minus_usa,corrected_ddd_country_placebo,country,placebo_post_hr,0.0010926768183657535,0.007795565325978418,0.8888283758480054,-0.01438560087896687,0.016570954515698375,55190,95,612,TUN
distance_china_minus_usa,corrected_ddd_country_placebo,country,placebo_post_hr,-0.15013961550435925,0.012979792728785727,9.09200084173407e-20,-0.175911298237933,-0.1243679327707855,55190,95,612,TUR
agreement_china_minus_usa,corrected_ddd_country_placebo,country,placebo_post_hr,0.1003929867113569,0.007062962630821878,3.791232483956776e-25,0.08636930883883223,0.11441666458388156,55190,95,612,TUR
distance_china_minus_usa,corrected_ddd_country_placebo,country,placebo_post_hr,-0.18785345426352557,0.01583973511992875,2.2364084690407968e-20,-0.21930361965710182,-0.1564032888699493,55190,95,612,UGA
agreement_china_minus_usa,corrected_ddd_country_placebo,country,placebo_post_hr,0.11410102033132412,0.0076698561150154105,1.929321699320964e-26,0.0988723412192171,0.12932969944343115,55190,95,612,UGA
distance_china_minus_usa,corrected_ddd_country_placebo,country,placebo_post_hr,0.11934857695394487,0.014776760664783973,2.2028942490440576e-12,0.09000897225916395,0.14868818164872577,55190,95,612,UKR
agreement_china_minus_usa,corrected_ddd_country_placebo,country,placebo_post_hr,-0.04151006663284327,0.007583564691388712,3.6470854476449366e-7,-0.05656741210050743,-0.026452721165179105,55190,95,612,UKR
distance_china_minus_usa,corrected_ddd_country_placebo,country,placebo_post_hr,0.047036722805102245,0.014725736768689266,0.001908804437195969,0.017798427252112732,0.07627501835809175,55190,95,612,VEN
agreement_china_minus_usa,corrected_ddd_country_placebo,country,placebo_post_hr,-0.020736735386663995,0.007451038255975358,0.006509194402779926,-0.035530946510147925,-0.005942524263180064,55190,95,612,VEN
