iso3c,rcid,year,issue_domain,brazil,post_2009,human_rights_binary,brazil_hr,brazil_post_2009,brazil_post_hr,distance_china_minus_usa,agreement_china_minus_usa,observation_weight
EGY,4746,2006,Non-human rights,0,0,0,0,0,0,-2,1,1
ESP,4746,2006,Non-human rights,0,0,0,0,0,0,-2,1,1
EST,4746,2006,Non-human rights,0,0,0,0,0,0,-2,1,1
FIN,4746,2006,Non-human rights,0,0,0,0,0,0,-2,1,1
FJI,4746,2006,Non-human rights,0,0,0,0,0,0,0,0,1
FRA,4746,2006,Non-human rights,0,0,0,0,0,0,-2,1,1
GAB,4746,2006,Non-human rights,0,0,0,0,0,0,-2,1,1
GBR,4746,2006,Non-human rights,0,0,0,0,0,0,-2,1,1
GEO,4746,2006,Non-human rights,0,0,0,0,0,0,-2,1,1
GHA,4746,2006,Non-human rights,0,0,0,0,0,0,-2,1,1
GIN,4746,2006,Non-human rights,0,0,0,0,0,0,-2,1,1
GRC,4746,2006,Non-human rights,0,0,0,0,0,0,-2,1,1
GTM,4746,2006,Non-human rights,0,0,0,0,0,0,-2,1,1
GUY,4746,2006,Non-human rights,0,0,0,0,0,0,-2,1,1
HRV,4746,2006,Non-human rights,0,0,0,0,0,0,-2,1,1
HTI,4746,2006,Non-human rights,0,0,0,0,0,0,-2,1,1
HUN,4746,2006,Non-human rights,0,0,0,0,0,0,-2,1,1
IND,4746,2006,Non-human rights,0,0,0,0,0,0,-2,1,1
IRL,4746,2006,Non-human rights,0,0,0,0,0,0,-2,1,1
ISL,4746,2006,Non-human rights,0,0,0,0,0,0,-2,1,1
ISR,4746,2006,Non-human rights,0,0,0,0,0,0,2,-1,1
ITA,4746,2006,Non-human rights,0,0,0,0,0,0,-2,1,1
JAM,4746,2006,Non-human rights,0,0,0,0,0,0,-2,1,1
JOR,4746,2006,Non-human rights,0,0,0,0,0,0,-2,1,1
KEN,4746,2006,Non-human rights,0,0,0,0,0,0,-2,1,1
KWT,4746,2006,Non-human rights,0,0,0,0,0,0,-2,1,1
LBN,4746,2006,Non-human rights,0,0,0,0,0,0,-2,1,1
LBY,4746,2006,Non-human rights,0,0,0,0,0,0,-2,1,1
LKA,4746,2006,Non-human rights,0,0,0,0,0,0,-2,1,1
LTU,4746,2006,Non-human rights,0,0,0,0,0,0,-2,1,1
LVA,4746,2006,Non-human rights,0,0,0,0,0,0,-2,1,1
MAR,4746,2006,Non-human rights,0,0,0,0,0,0,-2,1,1
MDA,4746,2006,Non-human rights,0,0,0,0,0,0,-2,1,1
MDV,4746,2006,Non-human rights,0,0,0,0,0,0,-2,1,1
MEX,4746,2006,Non-human rights,0,0,0,0,0,0,-2,1,1
MUS,4746,2006,Non-human rights,0,0,0,0,0,0,-2,1,1
MWI,4746,2006,Non-human rights,0,0,0,0,0,0,-2,1,1
NAM,4746,2006,Non-human rights,0,0,0,0,0,0,-2,1,1
NGA,4746,2006,Non-human rights,0,0,0,0,0,0,-2,1,1
NIC,4746,2006,Non-human rights,0,0,0,0,0,0,-2,1,1
NLD,4746,2006,Non-human rights,0,0,0,0,0,0,-2,1,1
NOR,4746,2006,Non-human rights,0,0,0,0,0,0,-2,1,1
PAK,4746,2006,Non-human rights,0,0,0,0,0,0,-2,1,1
PAN,4746,2006,Non-human rights,0,0,0,0,0,0,-2,1,1
POL,4746,2006,Non-human rights,0,0,0,0,0,0,-2,1,1
PRT,4746,2006,Non-human rights,0,0,0,0,0,0,-2,1,1
PRY,4746,2006,Non-human rights,0,0,0,0,0,0,-2,1,1
QAT,4746,2006,Non-human rights,0,0,0,0,0,0,-2,1,1
ROU,4746,2006,Non-human rights,0,0,0,0,0,0,-2,1,1
SEN,4746,2006,Non-human rights,0,0,0,0,0,0,-2,1,1
SGP,4746,2006,Non-human rights,0,0,0,0,0,0,-2,1,1
SLV,4746,2006,Non-human rights,0,0,0,0,0,0,-2,1,1
SUR,4746,2006,Non-human rights,0,0,0,0,0,0,-2,1,1
SVK,4746,2006,Non-human rights,0,0,0,0,0,0,-2,1,1
SVN,4746,2006,Non-human rights,0,0,0,0,0,0,-2,1,1
SWE,4746,2006,Non-human rights,0,0,0,0,0,0,-2,1,1
TGO,4746,2006,Non-human rights,0,0,0,0,0,0,-2,1,1
TTO,4746,2006,Non-human rights,0,0,0,0,0,0,-2,1,1
TUN,4746,2006,Non-human rights,0,0,0,0,0,0,-2,1,1
TUR,4746,2006,Non-human rights,0,0,0,0,0,0,-2,1,1
UGA,4746,2006,Non-human rights,0,0,0,0,0,0,0,0,1
UKR,4746,2006,Non-human rights,0,0,0,0,0,0,-2,1,1
VEN,4746,2006,Non-human rights,0,0,0,0,0,0,-2,1,1
ALB,4748,2006,Non-human rights,0,0,0,0,0,0,-2,1,1
ARE,4748,2006,Non-human rights,0,0,0,0,0,0,-2,1,1
ARG,4748,2006,Non-human rights,0,0,0,0,0,0,-2,1,1
AUT,4748,2006,Non-human rights,0,0,0,0,0,0,-2,1,1
BGD,4748,2006,Non-human rights,0,0,0,0,0,0,-2,1,1
BGR,4748,2006,Non-human rights,0,0,0,0,0,0,-2,1,1
BHR,4748,2006,Non-human rights,0,0,0,0,0,0,-2,1,1
BLR,4748,2006,Non-human rights,0,0,0,0,0,0,-2,1,1
BOL,4748,2006,Non-human rights,0,0,0,0,0,0,-2,1,1
BRA,4748,2006,Non-human rights,1,0,0,0,0,0,-2,1,1
BRB,4748,2006,Non-human rights,0,0,0,0,0,0,-2,1,1
BTN,4748,2006,Non-human rights,0,0,0,0,0,0,-2,1,1
BWA,4748,2006,Non-human rights,0,0,0,0,0,0,-2,1,1
CAN,4748,2006,Non-human rights,0,0,0,0,0,0,-2,1,1
COL,4748,2006,Non-human rights,0,0,0,0,0,0,-2,1,1
COM,4748,2006,Non-human rights,0,0,0,0,0,0,-2,1,1
CPV,4748,2006,Non-human rights,0,0,0,0,0,0,-2,1,1
CRI,4748,2006,Non-human rights,0,0,0,0,0,0,-2,1,1
CYP,4748,2006,Non-human rights,0,0,0,0,0,0,-2,1,1
CZE,4748,2006,Non-human rights,0,0,0,0,0,0,-2,1,1
DEU,4748,2006,Non-human rights,0,0,0,0,0,0,-2,1,1
DNK,4748,2006,Non-human rights,0,0,0,0,0,0,-2,1,1
DOM,4748,2006,Non-human rights,0,0,0,0,0,0,-2,1,1
DZA,4748,2006,Non-human rights,0,0,0,0,0,0,-2,1,1
ECU,4748,2006,Non-human rights,0,0,0,0,0,0,-2,1,1
EGY,4748,2006,Non-human rights,0,0,0,0,0,0,-2,1,1
ESP,4748,2006,Non-human rights,0,0,0,0,0,0,-2,1,1
EST,4748,2006,Non-human rights,0,0,0,0,0,0,-2,1,1
FIN,4748,2006,Non-human rights,0,0,0,0,0,0,-2,1,1
FJI,4748,2006,Non-human rights,0,0,0,0,0,0,-2,1,1
FRA,4748,2006,Non-human rights,0,0,0,0,0,0,-2,1,1
GAB,4748,2006,Non-human rights,0,0,0,0,0,0,-2,1,1
GBR,4748,2006,Non-human rights,0,0,0,0,0,0,-2,1,1
GEO,4748,2006,Non-human rights,0,0,0,0,0,0,-2,1,1
GHA,4748,2006,Non-human rights,0,0,0,0,0,0,-2,1,1
GIN,4748,2006,Non-human rights,0,0,0,0,0,0,-2,1,1
GRC,4748,2006,Non-human rights,0,0,0,0,0,0,-2,1,1
GTM,4748,2006,Non-human rights,0,0,0,0,0,0,-2,1,1
GUY,4748,2006,Non-human rights,0,0,0,0,0,0,-2,1,1
HRV,4748,2006,Non-human rights,0,0,0,0,0,0,-2,1,1
HTI,4748,2006,Non-human rights,0,0,0,0,0,0,-2,1,1
HUN,4748,2006,Non-human rights,0,0,0,0,0,0,-2,1,1
IND,4748,2006,Non-human rights,0,0,0,0,0,0,-2,1,1
IRL,4748,2006,Non-human rights,0,0,0,0,0,0,-2,1,1
ISL,4748,2006,Non-human rights,0,0,0,0,0,0,-2,1,1
ISR,4748,2006,Non-human rights,0,0,0,0,0,0,2,-1,1
ITA,4748,2006,Non-human rights,0,0,0,0,0,0,-2,1,1
JAM,4748,2006,Non-human rights,0,0,0,0,0,0,-2,1,1
JOR,4748,2006,Non-human rights,0,0,0,0,0,0,-2,1,1
KEN,4748,2006,Non-human rights,0,0,0,0,0,0,-2,1,1
KWT,4748,2006,Non-human rights,0,0,0,0,0,0,-2,1,1
LBN,4748,2006,Non-human rights,0,0,0,0,0,0,-2,1,1
LBY,4748,2006,Non-human rights,0,0,0,0,0,0,-2,1,1
LKA,4748,2006,Non-human rights,0,0,0,0,0,0,-2,1,1
LTU,4748,2006,Non-human rights,0,0,0,0,0,0,-2,1,1
LVA,4748,2006,Non-human rights,0,0,0,0,0,0,-2,1,1
MAR,4748,2006,Non-human rights,0,0,0,0,0,0,-2,1,1
MDA,4748,2006,Non-human rights,0,0,0,0,0,0,-2,1,1
MDG,4748,2006,Non-human rights,0,0,0,0,0,0,-2,1,1
MDV,4748,2006,Non-human rights,0,0,0,0,0,0,-2,1,1
MEX,4748,2006,Non-human rights,0,0,0,0,0,0,-2,1,1
MUS,4748,2006,Non-human rights,0,0,0,0,0,0,-2,1,1
MWI,4748,2006,Non-human rights,0,0,0,0,0,0,-2,1,1
NAM,4748,2006,Non-human rights,0,0,0,0,0,0,-2,1,1
NGA,4748,2006,Non-human rights,0,0,0,0,0,0,-2,1,1
NLD,4748,2006,Non-human rights,0,0,0,0,0,0,-2,1,1
NOR,4748,2006,Non-human rights,0,0,0,0,0,0,-2,1,1
PAK,4748,2006,Non-human rights,0,0,0,0,0,0,-2,1,1
PAN,4748,2006,Non-human rights,0,0,0,0,0,0,-2,1,1
POL,4748,2006,Non-human rights,0,0,0,0,0,0,-2,1,1
PRT,4748,2006,Non-human rights,0,0,0,0,0,0,-2,1,1
PRY,4748,2006,Non-human rights,0,0,0,0,0,0,-2,1,1
QAT,4748,2006,Non-human rights,0,0,0,0,0,0,-2,1,1
ROU,4748,2006,Non-human rights,0,0,0,0,0,0,-2,1,1
SEN,4748,2006,Non-human rights,0,0,0,0,0,0,-2,1,1
SGP,4748,2006,Non-human rights,0,0,0,0,0,0,-2,1,1
SLV,4748,2006,Non-human rights,0,0,0,0,0,0,-2,1,1
SUR,4748,2006,Non-human rights,0,0,0,0,0,0,-2,1,1
SVK,4748,2006,Non-human rights,0,0,0,0,0,0,-2,1,1
SVN,4748,2006,Non-human rights,0,0,0,0,0,0,-2,1,1
SWE,4748,2006,Non-human rights,0,0,0,0,0,0,-2,1,1
SWZ,4748,2006,Non-human rights,0,0,0,0,0,0,-2,1,1
TTO,4748,2006,Non-human rights,0,0,0,0,0,0,-2,1,1
TUN,4748,2006,Non-human rights,0,0,0,0,0,0,-2,1,1
TUR,4748,2006,Non-human rights,0,0,0,0,0,0,-2,1,1
UKR,4748,2006,Non-human rights,0,0,0,0,0,0,-2,1,1
VEN,4748,2006,Non-human rights,0,0,0,0,0,0,-2,1,1
ALB,4749,2006,Human rights,0,0,1,0,0,0,2,-1,1
ARE,4749,2006,Human rights,0,0,1,0,0,0,0,0,1
ARG,4749,2006,Human rights,0,0,1,0,0,0,2,-1,1
AUT,4749,2006,Human rights,0,0,1,0,0,0,2,-1,1
AZE,4749,2006,Human rights,0,0,1,0,0,0,-2,1,1
BGD,4749,2006,Human rights,0,0,1,0,0,0,-2,1,1
BGR,4749,2006,Human rights,0,0,1,0,0,0,2,-1,1
BHR,4749,2006,Human rights,0,0,1,0,0,0,0,0,1
BLR,4749,2006,Human rights,0,0,1,0,0,0,-2,1,1
BOL,4749,2006,Human rights,0,0,1,0,0,0,2,-1,1
BRA,4749,2006,Human rights,1,0,1,1,0,0,2,-1,1
BRB,4749,2006,Human rights,0,0,1,0,0,0,0,0,1
BTN,4749,2006,Human rights,0,0,1,0,0,0,0,0,1
BWA,4749,2006,Human rights,0,0,1,0,0,0,0,0,1
CAN,4749,2006,Human rights,0,0,1,0,0,0,2,-1,1
COL,4749,2006,Human rights,0,0,1,0,0,0,0,0,1
COM,4749,2006,Human rights,0,0,1,0,0,0,0,0,1
CPV,4749,2006,Human rights,0,0,1,0,0,0,0,0,1
CRI,4749,2006,Human rights,0,0,1,0,0,0,0,0,1
CYP,4749,2006,Human rights,0,0,1,0,0,0,2,-1,1
CZE,4749,2006,Human rights,0,0,1,0,0,0,2,-1,1
DEU,4749,2006,Human rights,0,0,1,0,0,0,2,-1,1
DNK,4749,2006,Human rights,0,0,1,0,0,0,2,-1,1
DOM,4749,2006,Human rights,0,0,1,0,0,0,2,-1,1
DZA,4749,2006,Human rights,0,0,1,0,0,0,-2,1,1
ECU,4749,2006,Human rights,0,0,1,0,0,0,2,-1,1
EGY,4749,2006,Human rights,0,0,1,0,0,0,-2,1,1
ESP,4749,2006,Human rights,0,0,1,0,0,0,2,-1,1
EST,4749,2006,Human rights,0,0,1,0,0,0,2,-1,1
FIN,4749,2006,Human rights,0,0,1,0,0,0,2,-1,1
FJI,4749,2006,Human rights,0,0,1,0,0,0,0,0,1
FRA,4749,2006,Human rights,0,0,1,0,0,0,2,-1,1
GBR,4749,2006,Human rights,0,0,1,0,0,0,2,-1,1
GEO,4749,2006,Human rights,0,0,1,0,0,0,2,-1,1
GHA,4749,2006,Human rights,0,0,1,0,0,0,0,0,1
GIN,4749,2006,Human rights,0,0,1,0,0,0,-2,1,1
GRC,4749,2006,Human rights,0,0,1,0,0,0,2,-1,1
GTM,4749,2006,Human rights,0,0,1,0,0,0,2,-1,1
GUY,4749,2006,Human rights,0,0,1,0,0,0,0,0,1
HRV,4749,2006,Human rights,0,0,1,0,0,0,2,-1,1
HUN,4749,2006,Human rights,0,0,1,0,0,0,2,-1,1
IND,4749,2006,Human rights,0,0,1,0,0,0,-2,1,1
IRL,4749,2006,Human rights,0,0,1,0,0,0,2,-1,1
ISL,4749,2006,Human rights,0,0,1,0,0,0,2,-1,1
ISR,4749,2006,Human rights,0,0,1,0,0,0,2,-1,1
ITA,4749,2006,Human rights,0,0,1,0,0,0,2,-1,1
JAM,4749,2006,Human rights,0,0,1,0,0,0,0,0,1
JOR,4749,2006,Human rights,0,0,1,0,0,0,0,0,1
KEN,4749,2006,Human rights,0,0,1,0,0,0,0,0,1
KWT,4749,2006,Human rights,0,0,1,0,0,0,2,-1,1
LBN,4749,2006,Human rights,0,0,1,0,0,0,2,-1,1
LBY,4749,2006,Human rights,0,0,1,0,0,0,-2,1,1
LKA,4749,2006,Human rights,0,0,1,0,0,0,0,0,1
LTU,4749,2006,Human rights,0,0,1,0,0,0,2,-1,1
LVA,4749,2006,Human rights,0,0,1,0,0,0,2,-1,1
MAR,4749,2006,Human rights,0,0,1,0,0,0,2,-1,1
MDA,4749,2006,Human rights,0,0,1,0,0,0,2,-1,1
MEX,4749,2006,Human rights,0,0,1,0,0,0,2,-1,1
MUS,4749,2006,Human rights,0,0,1,0,0,0,2,-1,1
MWI,4749,2006,Human rights,0,0,1,0,0,0,0,0,1
NAM,4749,2006,Human rights,0,0,1,0,0,0,0,0,1
NGA,4749,2006,Human rights,0,0,1,0,0,0,2,-1,1
NIC,4749,2006,Human rights,0,0,1,0,0,0,2,-1,1
NLD,4749,2006,Human rights,0,0,1,0,0,0,2,-1,1
NOR,4749,2006,Human rights,0,0,1,0,0,0,2,-1,1
PAK,4749,2006,Human rights,0,0,1,0,0,0,-2,1,1
PAN,4749,2006,Human rights,0,0,1,0,0,0,2,-1,1
POL,4749,2006,Human rights,0,0,1,0,0,0,2,-1,1
PRT,4749,2006,Human rights,0,0,1,0,0,0,2,-1,1
PRY,4749,2006,Human rights,0,0,1,0,0,0,2,-1,1
QAT,4749,2006,Human rights,0,0,1,0,0,0,0,0,1
ROU,4749,2006,Human rights,0,0,1,0,0,0,2,-1,1
RWA,4749,2006,Human rights,0,0,1,0,0,0,0,0,1
SGP,4749,2006,Human rights,0,0,1,0,0,0,0,0,1
SLV,4749,2006,Human rights,0,0,1,0,0,0,2,-1,1
SUR,4749,2006,Human rights,0,0,1,0,0,0,0,0,1
SVK,4749,2006,Human rights,0,0,1,0,0,0,2,-1,1
SVN,4749,2006,Human rights,0,0,1,0,0,0,2,-1,1
SWE,4749,2006,Human rights,0,0,1,0,0,0,2,-1,1
SWZ,4749,2006,Human rights,0,0,1,0,0,0,0,0,1
TTO,4749,2006,Human rights,0,0,1,0,0,0,0,0,1
TUR,4749,2006,Human rights,0,0,1,0,0,0,2,-1,1
UKR,4749,2006,Human rights,0,0,1,0,0,0,2,-1,1
VEN,4749,2006,Human rights,0,0,1,0,0,0,-2,1,1
ALB,5782,2006,Non-human rights,0,0,0,0,0,0,0,0,1
ARE,5782,2006,Non-human rights,0,0,0,0,0,0,-2,1,1
ARG,5782,2006,Non-human rights,0,0,0,0,0,0,-2,1,1
AUT,5782,2006,Non-human rights,0,0,0,0,0,0,0,0,1
AZE,5782,2006,Non-human rights,0,0,0,0,0,0,-2,1,1
BGD,5782,2006,Non-human rights,0,0,0,0,0,0,-2,1,1
BGR,5782,2006,Non-human rights,0,0,0,0,0,0,0,0,1
BHR,5782,2006,Non-human rights,0,0,0,0,0,0,-2,1,1
BLR,5782,2006,Non-human rights,0,0,0,0,0,0,-2,1,1
BRA,5782,2006,Non-human rights,1,0,0,0,0,0,-2,1,1
BRB,5782,2006,Non-human rights,0,0,0,0,0,0,-2,1,1
CAN,5782,2006,Non-human rights,0,0,0,0,0,0,2,-1,1
CIV,5782,2006,Non-human rights,0,0,0,0,0,0,-2,1,1
COL,5782,2006,Non-human rights,0,0,0,0,0,0,-2,1,1
COM,5782,2006,Non-human rights,0,0,0,0,0,0,-2,1,1
CPV,5782,2006,Non-human rights,0,0,0,0,0,0,-2,1,1
CRI,5782,2006,Non-human rights,0,0,0,0,0,0,-2,1,1
CYP,5782,2006,Non-human rights,0,0,0,0,0,0,0,0,1
CZE,5782,2006,Non-human rights,0,0,0,0,0,0,0,0,1
DEU,5782,2006,Non-human rights,0,0,0,0,0,0,0,0,1
DNK,5782,2006,Non-human rights,0,0,0,0,0,0,0,0,1
DOM,5782,2006,Non-human rights,0,0,0,0,0,0,-2,1,1
DZA,5782,2006,Non-human rights,0,0,0,0,0,0,-2,1,1
ECU,5782,2006,Non-human rights,0,0,0,0,0,0,-2,1,1
EGY,5782,2006,Non-human rights,0,0,0,0,0,0,-2,1,1
ESP,5782,2006,Non-human rights,0,0,0,0,0,0,0,0,1
EST,5782,2006,Non-human rights,0,0,0,0,0,0,0,0,1
FIN,5782,2006,Non-human rights,0,0,0,0,0,0,0,0,1
FJI,5782,2006,Non-human rights,0,0,0,0,0,0,-2,1,1
FRA,5782,2006,Non-human rights,0,0,0,0,0,0,0,0,1
GBR,5782,2006,Non-human rights,0,0,0,0,0,0,0,0,1
GEO,5782,2006,Non-human rights,0,0,0,0,0,0,0,0,1
GHA,5782,2006,Non-human rights,0,0,0,0,0,0,0,0,1
GIN,5782,2006,Non-human rights,0,0,0,0,0,0,-2,1,1
GRC,5782,2006,Non-human rights,0,0,0,0,0,0,0,0,1
GTM,5782,2006,Non-human rights,0,0,0,0,0,0,-2,1,1
GUY,5782,2006,Non-human rights,0,0,0,0,0,0,-2,1,1
HRV,5782,2006,Non-human rights,0,0,0,0,0,0,0,0,1
HTI,5782,2006,Non-human rights,0,0,0,0,0,0,-2,1,1
HUN,5782,2006,Non-human rights,0,0,0,0,0,0,0,0,1
IND,5782,2006,Non-human rights,0,0,0,0,0,0,-2,1,1
IRL,5782,2006,Non-human rights,0,0,0,0,0,0,0,0,1
ISL,5782,2006,Non-human rights,0,0,0,0,0,0,0,0,1
ISR,5782,2006,Non-human rights,0,0,0,0,0,0,2,-1,1
ITA,5782,2006,Non-human rights,0,0,0,0,0,0,0,0,1
JAM,5782,2006,Non-human rights,0,0,0,0,0,0,-2,1,1
JOR,5782,2006,Non-human rights,0,0,0,0,0,0,-2,1,1
KEN,5782,2006,Non-human rights,0,0,0,0,0,0,-2,1,1
KWT,5782,2006,Non-human rights,0,0,0,0,0,0,-2,1,1
LBN,5782,2006,Non-human rights,0,0,0,0,0,0,-2,1,1
LBY,5782,2006,Non-human rights,0,0,0,0,0,0,-2,1,1
LKA,5782,2006,Non-human rights,0,0,0,0,0,0,-2,1,1
LTU,5782,2006,Non-human rights,0,0,0,0,0,0,0,0,1
LVA,5782,2006,Non-human rights,0,0,0,0,0,0,0,0,1
MAR,5782,2006,Non-human rights,0,0,0,0,0,0,-2,1,1
MDG,5782,2006,Non-human rights,0,0,0,0,0,0,-2,1,1
MDV,5782,2006,Non-human rights,0,0,0,0,0,0,-2,1,1
MEX,5782,2006,Non-human rights,0,0,0,0,0,0,-2,1,1
MUS,5782,2006,Non-human rights,0,0,0,0,0,0,-2,1,1
NAM,5782,2006,Non-human rights,0,0,0,0,0,0,-2,1,1
NGA,5782,2006,Non-human rights,0,0,0,0,0,0,-2,1,1
NLD,5782,2006,Non-human rights,0,0,0,0,0,0,0,0,1
NOR,5782,2006,Non-human rights,0,0,0,0,0,0,0,0,1
PAK,5782,2006,Non-human rights,0,0,0,0,0,0,-2,1,1
PAN,5782,2006,Non-human rights,0,0,0,0,0,0,0,0,1
PNG,5782,2006,Non-human rights,0,0,0,0,0,0,2,-1,1
POL,5782,2006,Non-human rights,0,0,0,0,0,0,0,0,1
PRT,5782,2006,Non-human rights,0,0,0,0,0,0,0,0,1
PRY,5782,2006,Non-human rights,0,0,0,0,0,0,-2,1,1
QAT,5782,2006,Non-human rights,0,0,0,0,0,0,-2,1,1
ROU,5782,2006,Non-human rights,0,0,0,0,0,0,0,0,1
SEN,5782,2006,Non-human rights,0,0,0,0,0,0,-2,1,1
SGP,5782,2006,Non-human rights,0,0,0,0,0,0,-2,1,1
SLV,5782,2006,Non-human rights,0,0,0,0,0,0,-2,1,1
SUR,5782,2006,Non-human rights,0,0,0,0,0,0,-2,1,1
SVK,5782,2006,Non-human rights,0,0,0,0,0,0,0,0,1
SVN,5782,2006,Non-human rights,0,0,0,0,0,0,0,0,1
SWE,5782,2006,Non-human rights,0,0,0,0,0,0,0,0,1
TGO,5782,2006,Non-human rights,0,0,0,0,0,0,-2,1,1
TTO,5782,2006,Non-human rights,0,0,0,0,0,0,-2,1,1
TUN,5782,2006,Non-human rights,0,0,0,0,0,0,-2,1,1
TUR,5782,2006,Non-human rights,0,0,0,0,0,0,0,0,1
UGA,5782,2006,Non-human rights,0,0,0,0,0,0,0,0,1
UKR,5782,2006,Non-human rights,0,0,0,0,0,0,0,0,1
VEN,5782,2006,Non-human rights,0,0,0,0,0,0,-2,1,1
ALB,5783,2006,Non-human rights,0,0,0,0,0,0,2,-1,1
ARE,5783,2006,Non-human rights,0,0,0,0,0,0,-2,1,1
ARG,5783,2006,Non-human rights,0,0,0,0,0,0,-2,1,1
AUT,5783,2006,Non-human rights,0,0,0,0,0,0,2,-1,1
AZE,5783,2006,Non-human rights,0,0,0,0,0,0,-2,1,1
BGD,5783,2006,Non-human rights,0,0,0,0,0,0,-2,1,1
BGR,5783,2006,Non-human rights,0,0,0,0,0,0,2,-1,1
BHR,5783,2006,Non-human rights,0,0,0,0,0,0,-2,1,1
BLR,5783,2006,Non-human rights,0,0,0,0,0,0,-2,1,1
BOL,5783,2006,Non-human rights,0,0,0,0,0,0,-2,1,1
BRA,5783,2006,Non-human rights,1,0,0,0,0,0,-2,1,1
BRB,5783,2006,Non-human rights,0,0,0,0,0,0,-2,1,1
BTN,5783,2006,Non-human rights,0,0,0,0,0,0,-2,1,1
BWA,5783,2006,Non-human rights,0,0,0,0,0,0,-2,1,1
CAN,5783,2006,Non-human rights,0,0,0,0,0,0,2,-1,1
COL,5783,2006,Non-human rights,0,0,0,0,0,0,-2,1,1
COM,5783,2006,Non-human rights,0,0,0,0,0,0,-2,1,1
CPV,5783,2006,Non-human rights,0,0,0,0,0,0,-2,1,1
CRI,5783,2006,Non-human rights,0,0,0,0,0,0,-2,1,1
CYP,5783,2006,Non-human rights,0,0,0,0,0,0,2,-1,1
CZE,5783,2006,Non-human rights,0,0,0,0,0,0,2,-1,1
DEU,5783,2006,Non-human rights,0,0,0,0,0,0,2,-1,1
DNK,5783,2006,Non-human rights,0,0,0,0,0,0,2,-1,1
DOM,5783,2006,Non-human rights,0,0,0,0,0,0,-2,1,1
DZA,5783,2006,Non-human rights,0,0,0,0,0,0,-2,1,1
ECU,5783,2006,Non-human rights,0,0,0,0,0,0,-2,1,1
EGY,5783,2006,Non-human rights,0,0,0,0,0,0,-2,1,1
ESP,5783,2006,Non-human rights,0,0,0,0,0,0,2,-1,1
EST,5783,2006,Non-human rights,0,0,0,0,0,0,2,-1,1
FIN,5783,2006,Non-human rights,0,0,0,0,0,0,2,-1,1
FJI,5783,2006,Non-human rights,0,0,0,0,0,0,-2,1,1
FRA,5783,2006,Non-human rights,0,0,0,0,0,0,2,-1,1
GAB,5783,2006,Non-human rights,0,0,0,0,0,0,-2,1,1
GBR,5783,2006,Non-human rights,0,0,0,0,0,0,2,-1,1
GEO,5783,2006,Non-human rights,0,0,0,0,0,0,2,-1,1
GHA,5783,2006,Non-human rights,0,0,0,0,0,0,-2,1,1
GIN,5783,2006,Non-human rights,0,0,0,0,0,0,-2,1,1
GRC,5783,2006,Non-human rights,0,0,0,0,0,0,2,-1,1
GUY,5783,2006,Non-human rights,0,0,0,0,0,0,-2,1,1
HRV,5783,2006,Non-human rights,0,0,0,0,0,0,2,-1,1
HTI,5783,2006,Non-human rights,0,0,0,0,0,0,-2,1,1
HUN,5783,2006,Non-human rights,0,0,0,0,0,0,2,-1,1
IND,5783,2006,Non-human rights,0,0,0,0,0,0,-2,1,1
IRL,5783,2006,Non-human rights,0,0,0,0,0,0,2,-1,1
ISL,5783,2006,Non-human rights,0,0,0,0,0,0,2,-1,1
ISR,5783,2006,Non-human rights,0,0,0,0,0,0,2,-1,1
ITA,5783,2006,Non-human rights,0,0,0,0,0,0,2,-1,1
JAM,5783,2006,Non-human rights,0,0,0,0,0,0,-2,1,1
JOR,5783,2006,Non-human rights,0,0,0,0,0,0,-2,1,1
KEN,5783,2006,Non-human rights,0,0,0,0,0,0,-2,1,1
KWT,5783,2006,Non-human rights,0,0,0,0,0,0,-2,1,1
LBN,5783,2006,Non-human rights,0,0,0,0,0,0,-2,1,1
LBY,5783,2006,Non-human rights,0,0,0,0,0,0,-2,1,1
LKA,5783,2006,Non-human rights,0,0,0,0,0,0,-2,1,1
LTU,5783,2006,Non-human rights,0,0,0,0,0,0,2,-1,1
LVA,5783,2006,Non-human rights,0,0,0,0,0,0,2,-1,1
MDA,5783,2006,Non-human rights,0,0,0,0,0,0,2,-1,1
MDG,5783,2006,Non-human rights,0,0,0,0,0,0,-2,1,1
MDV,5783,2006,Non-human rights,0,0,0,0,0,0,-2,1,1
MEX,5783,2006,Non-human rights,0,0,0,0,0,0,-2,1,1
MUS,5783,2006,Non-human rights,0,0,0,0,0,0,-2,1,1
MWI,5783,2006,Non-human rights,0,0,0,0,0,0,-2,1,1
NAM,5783,2006,Non-human rights,0,0,0,0,0,0,-2,1,1
NGA,5783,2006,Non-human rights,0,0,0,0,0,0,-2,1,1
NLD,5783,2006,Non-human rights,0,0,0,0,0,0,2,-1,1
NOR,5783,2006,Non-human rights,0,0,0,0,0,0,2,-1,1
PAK,5783,2006,Non-human rights,0,0,0,0,0,0,-2,1,1
PAN,5783,2006,Non-human rights,0,0,0,0,0,0,-2,1,1
PNG,5783,2006,Non-human rights,0,0,0,0,0,0,-2,1,1
POL,5783,2006,Non-human rights,0,0,0,0,0,0,2,-1,1
PRT,5783,2006,Non-human rights,0,0,0,0,0,0,2,-1,1
PRY,5783,2006,Non-human rights,0,0,0,0,0,0,-2,1,1
QAT,5783,2006,Non-human rights,0,0,0,0,0,0,-2,1,1
ROU,5783,2006,Non-human rights,0,0,0,0,0,0,2,-1,1
