iso3c,rcid,year,issue_domain,brazil,post_2009,human_rights_binary,brazil_hr,brazil_post_2009,brazil_post_hr,distance_china_minus_usa,agreement_china_minus_usa,observation_weight
GEO,5011,2009,Human rights,0,1,1,0,0,0,0,0,1
GHA,5011,2009,Human rights,0,1,1,0,0,0,-2,1,1
GIN,5011,2009,Human rights,0,1,1,0,0,0,-2,1,1
GRC,5011,2009,Human rights,0,1,1,0,0,0,0,0,1
GTM,5011,2009,Human rights,0,1,1,0,0,0,0,0,1
GUY,5011,2009,Human rights,0,1,1,0,0,0,-2,1,1
HRV,5011,2009,Human rights,0,1,1,0,0,0,0,0,1
HUN,5011,2009,Human rights,0,1,1,0,0,0,0,0,1
IND,5011,2009,Human rights,0,1,1,0,0,0,-2,1,1
IRL,5011,2009,Human rights,0,1,1,0,0,0,0,0,1
ISL,5011,2009,Human rights,0,1,1,0,0,0,0,0,1
ISR,5011,2009,Human rights,0,1,1,0,0,0,2,-1,1
ITA,5011,2009,Human rights,0,1,1,0,0,0,0,0,1
JAM,5011,2009,Human rights,0,1,1,0,0,0,-2,1,1
JOR,5011,2009,Human rights,0,1,1,0,0,0,-2,1,1
KEN,5011,2009,Human rights,0,1,1,0,0,0,-2,1,1
KWT,5011,2009,Human rights,0,1,1,0,0,0,-2,1,1
LBN,5011,2009,Human rights,0,1,1,0,0,0,-2,1,1
LBY,5011,2009,Human rights,0,1,1,0,0,0,-2,1,1
LKA,5011,2009,Human rights,0,1,1,0,0,0,-2,1,1
LTU,5011,2009,Human rights,0,1,1,0,0,0,0,0,1
LVA,5011,2009,Human rights,0,1,1,0,0,0,0,0,1
MAR,5011,2009,Human rights,0,1,1,0,0,0,-2,1,1
MDA,5011,2009,Human rights,0,1,1,0,0,0,0,0,1
MDV,5011,2009,Human rights,0,1,1,0,0,0,-2,1,1
MEX,5011,2009,Human rights,0,1,1,0,0,0,0,0,1
MUS,5011,2009,Human rights,0,1,1,0,0,0,-2,1,1
MWI,5011,2009,Human rights,0,1,1,0,0,0,-2,1,1
NAM,5011,2009,Human rights,0,1,1,0,0,0,-2,1,1
NGA,5011,2009,Human rights,0,1,1,0,0,0,-2,1,1
NIC,5011,2009,Human rights,0,1,1,0,0,0,-2,1,1
NLD,5011,2009,Human rights,0,1,1,0,0,0,0,0,1
NOR,5011,2009,Human rights,0,1,1,0,0,0,0,0,1
PAK,5011,2009,Human rights,0,1,1,0,0,0,-2,1,1
PAN,5011,2009,Human rights,0,1,1,0,0,0,2,-1,1
PNG,5011,2009,Human rights,0,1,1,0,0,0,0,0,1
POL,5011,2009,Human rights,0,1,1,0,0,0,0,0,1
PRT,5011,2009,Human rights,0,1,1,0,0,0,0,0,1
PRY,5011,2009,Human rights,0,1,1,0,0,0,0,0,1
QAT,5011,2009,Human rights,0,1,1,0,0,0,-2,1,1
ROU,5011,2009,Human rights,0,1,1,0,0,0,0,0,1
SEN,5011,2009,Human rights,0,1,1,0,0,0,-2,1,1
SGP,5011,2009,Human rights,0,1,1,0,0,0,-2,1,1
SLV,5011,2009,Human rights,0,1,1,0,0,0,0,0,1
SUR,5011,2009,Human rights,0,1,1,0,0,0,-2,1,1
SVK,5011,2009,Human rights,0,1,1,0,0,0,0,0,1
SVN,5011,2009,Human rights,0,1,1,0,0,0,0,0,1
SWE,5011,2009,Human rights,0,1,1,0,0,0,0,0,1
SWZ,5011,2009,Human rights,0,1,1,0,0,0,-2,1,1
TGO,5011,2009,Human rights,0,1,1,0,0,0,-2,1,1
TTO,5011,2009,Human rights,0,1,1,0,0,0,-2,1,1
TUN,5011,2009,Human rights,0,1,1,0,0,0,-2,1,1
TUR,5011,2009,Human rights,0,1,1,0,0,0,-2,1,1
UKR,5011,2009,Human rights,0,1,1,0,0,0,0,0,1
VEN,5011,2009,Human rights,0,1,1,0,0,0,-2,1,1
ALB,5012,2009,Human rights,0,1,1,0,0,0,-2,1,1
ARE,5012,2009,Human rights,0,1,1,0,0,0,-2,1,1
ARG,5012,2009,Human rights,0,1,1,0,0,0,-2,1,1
AUT,5012,2009,Human rights,0,1,1,0,0,0,-2,1,1
AZE,5012,2009,Human rights,0,1,1,0,0,0,-2,1,1
BGD,5012,2009,Human rights,0,1,1,0,0,0,-2,1,1
BGR,5012,2009,Human rights,0,1,1,0,0,0,-2,1,1
BHR,5012,2009,Human rights,0,1,1,0,0,0,-2,1,1
BLR,5012,2009,Human rights,0,1,1,0,0,0,-2,1,1
BOL,5012,2009,Human rights,0,1,1,0,0,0,-2,1,1
BRA,5012,2009,Human rights,1,1,1,1,1,1,-2,1,1
BRB,5012,2009,Human rights,0,1,1,0,0,0,-2,1,1
BTN,5012,2009,Human rights,0,1,1,0,0,0,-2,1,1
BWA,5012,2009,Human rights,0,1,1,0,0,0,-2,1,1
CAN,5012,2009,Human rights,0,1,1,0,0,0,-2,1,1
CIV,5012,2009,Human rights,0,1,1,0,0,0,0,0,1
COL,5012,2009,Human rights,0,1,1,0,0,0,-2,1,1
COM,5012,2009,Human rights,0,1,1,0,0,0,-2,1,1
CPV,5012,2009,Human rights,0,1,1,0,0,0,-2,1,1
CRI,5012,2009,Human rights,0,1,1,0,0,0,-2,1,1
CYP,5012,2009,Human rights,0,1,1,0,0,0,-2,1,1
CZE,5012,2009,Human rights,0,1,1,0,0,0,-2,1,1
DEU,5012,2009,Human rights,0,1,1,0,0,0,-2,1,1
DNK,5012,2009,Human rights,0,1,1,0,0,0,-2,1,1
DOM,5012,2009,Human rights,0,1,1,0,0,0,-2,1,1
DZA,5012,2009,Human rights,0,1,1,0,0,0,-2,1,1
ECU,5012,2009,Human rights,0,1,1,0,0,0,-2,1,1
EGY,5012,2009,Human rights,0,1,1,0,0,0,-2,1,1
ESP,5012,2009,Human rights,0,1,1,0,0,0,-2,1,1
EST,5012,2009,Human rights,0,1,1,0,0,0,-2,1,1
FIN,5012,2009,Human rights,0,1,1,0,0,0,-2,1,1
FJI,5012,2009,Human rights,0,1,1,0,0,0,-2,1,1
FRA,5012,2009,Human rights,0,1,1,0,0,0,-2,1,1
GBR,5012,2009,Human rights,0,1,1,0,0,0,-2,1,1
GEO,5012,2009,Human rights,0,1,1,0,0,0,-2,1,1
GHA,5012,2009,Human rights,0,1,1,0,0,0,-2,1,1
GIN,5012,2009,Human rights,0,1,1,0,0,0,-2,1,1
GRC,5012,2009,Human rights,0,1,1,0,0,0,-2,1,1
GTM,5012,2009,Human rights,0,1,1,0,0,0,-2,1,1
GUY,5012,2009,Human rights,0,1,1,0,0,0,-2,1,1
HRV,5012,2009,Human rights,0,1,1,0,0,0,-2,1,1
HUN,5012,2009,Human rights,0,1,1,0,0,0,-2,1,1
IND,5012,2009,Human rights,0,1,1,0,0,0,-2,1,1
IRL,5012,2009,Human rights,0,1,1,0,0,0,-2,1,1
ISL,5012,2009,Human rights,0,1,1,0,0,0,-2,1,1
ISR,5012,2009,Human rights,0,1,1,0,0,0,2,-1,1
ITA,5012,2009,Human rights,0,1,1,0,0,0,-2,1,1
JAM,5012,2009,Human rights,0,1,1,0,0,0,-2,1,1
JOR,5012,2009,Human rights,0,1,1,0,0,0,-2,1,1
KEN,5012,2009,Human rights,0,1,1,0,0,0,-2,1,1
KWT,5012,2009,Human rights,0,1,1,0,0,0,-2,1,1
LBN,5012,2009,Human rights,0,1,1,0,0,0,-2,1,1
LBY,5012,2009,Human rights,0,1,1,0,0,0,-2,1,1
LKA,5012,2009,Human rights,0,1,1,0,0,0,-2,1,1
LTU,5012,2009,Human rights,0,1,1,0,0,0,-2,1,1
LVA,5012,2009,Human rights,0,1,1,0,0,0,-2,1,1
MAR,5012,2009,Human rights,0,1,1,0,0,0,-2,1,1
MDA,5012,2009,Human rights,0,1,1,0,0,0,-2,1,1
MDG,5012,2009,Human rights,0,1,1,0,0,0,-2,1,1
MDV,5012,2009,Human rights,0,1,1,0,0,0,-2,1,1
MEX,5012,2009,Human rights,0,1,1,0,0,0,-2,1,1
MUS,5012,2009,Human rights,0,1,1,0,0,0,-2,1,1
MWI,5012,2009,Human rights,0,1,1,0,0,0,-2,1,1
NAM,5012,2009,Human rights,0,1,1,0,0,0,-2,1,1
NGA,5012,2009,Human rights,0,1,1,0,0,0,-2,1,1
NIC,5012,2009,Human rights,0,1,1,0,0,0,-2,1,1
NLD,5012,2009,Human rights,0,1,1,0,0,0,-2,1,1
NOR,5012,2009,Human rights,0,1,1,0,0,0,-2,1,1
PAK,5012,2009,Human rights,0,1,1,0,0,0,-2,1,1
PAN,5012,2009,Human rights,0,1,1,0,0,0,2,-1,1
PNG,5012,2009,Human rights,0,1,1,0,0,0,-2,1,1
POL,5012,2009,Human rights,0,1,1,0,0,0,-2,1,1
PRT,5012,2009,Human rights,0,1,1,0,0,0,-2,1,1
PRY,5012,2009,Human rights,0,1,1,0,0,0,-2,1,1
QAT,5012,2009,Human rights,0,1,1,0,0,0,-2,1,1
ROU,5012,2009,Human rights,0,1,1,0,0,0,-2,1,1
SEN,5012,2009,Human rights,0,1,1,0,0,0,-2,1,1
SGP,5012,2009,Human rights,0,1,1,0,0,0,-2,1,1
SLV,5012,2009,Human rights,0,1,1,0,0,0,-2,1,1
SUR,5012,2009,Human rights,0,1,1,0,0,0,-2,1,1
SVK,5012,2009,Human rights,0,1,1,0,0,0,-2,1,1
SVN,5012,2009,Human rights,0,1,1,0,0,0,-2,1,1
SWE,5012,2009,Human rights,0,1,1,0,0,0,-2,1,1
SWZ,5012,2009,Human rights,0,1,1,0,0,0,-2,1,1
TGO,5012,2009,Human rights,0,1,1,0,0,0,-2,1,1
TTO,5012,2009,Human rights,0,1,1,0,0,0,-2,1,1
TUN,5012,2009,Human rights,0,1,1,0,0,0,-2,1,1
TUR,5012,2009,Human rights,0,1,1,0,0,0,-2,1,1
UKR,5012,2009,Human rights,0,1,1,0,0,0,-2,1,1
VEN,5012,2009,Human rights,0,1,1,0,0,0,-2,1,1
ALB,5013,2009,Human rights,0,1,1,0,0,0,-2,1,1
ARE,5013,2009,Human rights,0,1,1,0,0,0,-2,1,1
ARG,5013,2009,Human rights,0,1,1,0,0,0,-2,1,1
AUT,5013,2009,Human rights,0,1,1,0,0,0,-2,1,1
AZE,5013,2009,Human rights,0,1,1,0,0,0,-2,1,1
BGD,5013,2009,Human rights,0,1,1,0,0,0,-2,1,1
BGR,5013,2009,Human rights,0,1,1,0,0,0,-2,1,1
BHR,5013,2009,Human rights,0,1,1,0,0,0,-2,1,1
BLR,5013,2009,Human rights,0,1,1,0,0,0,-2,1,1
BOL,5013,2009,Human rights,0,1,1,0,0,0,-2,1,1
BRA,5013,2009,Human rights,1,1,1,1,1,1,-2,1,1
BRB,5013,2009,Human rights,0,1,1,0,0,0,-2,1,1
BTN,5013,2009,Human rights,0,1,1,0,0,0,-2,1,1
BWA,5013,2009,Human rights,0,1,1,0,0,0,-2,1,1
CAN,5013,2009,Human rights,0,1,1,0,0,0,2,-1,1
CIV,5013,2009,Human rights,0,1,1,0,0,0,0,0,1
COL,5013,2009,Human rights,0,1,1,0,0,0,-2,1,1
COM,5013,2009,Human rights,0,1,1,0,0,0,-2,1,1
CPV,5013,2009,Human rights,0,1,1,0,0,0,-2,1,1
CRI,5013,2009,Human rights,0,1,1,0,0,0,-2,1,1
CYP,5013,2009,Human rights,0,1,1,0,0,0,-2,1,1
CZE,5013,2009,Human rights,0,1,1,0,0,0,-2,1,1
DEU,5013,2009,Human rights,0,1,1,0,0,0,-2,1,1
DNK,5013,2009,Human rights,0,1,1,0,0,0,-2,1,1
DOM,5013,2009,Human rights,0,1,1,0,0,0,-2,1,1
DZA,5013,2009,Human rights,0,1,1,0,0,0,-2,1,1
ECU,5013,2009,Human rights,0,1,1,0,0,0,-2,1,1
EGY,5013,2009,Human rights,0,1,1,0,0,0,-2,1,1
ESP,5013,2009,Human rights,0,1,1,0,0,0,-2,1,1
EST,5013,2009,Human rights,0,1,1,0,0,0,-2,1,1
FIN,5013,2009,Human rights,0,1,1,0,0,0,-2,1,1
FJI,5013,2009,Human rights,0,1,1,0,0,0,0,0,1
FRA,5013,2009,Human rights,0,1,1,0,0,0,-2,1,1
GBR,5013,2009,Human rights,0,1,1,0,0,0,-2,1,1
GEO,5013,2009,Human rights,0,1,1,0,0,0,-2,1,1
GHA,5013,2009,Human rights,0,1,1,0,0,0,-2,1,1
GIN,5013,2009,Human rights,0,1,1,0,0,0,-2,1,1
GRC,5013,2009,Human rights,0,1,1,0,0,0,-2,1,1
GTM,5013,2009,Human rights,0,1,1,0,0,0,-2,1,1
GUY,5013,2009,Human rights,0,1,1,0,0,0,-2,1,1
HRV,5013,2009,Human rights,0,1,1,0,0,0,-2,1,1
HUN,5013,2009,Human rights,0,1,1,0,0,0,-2,1,1
IND,5013,2009,Human rights,0,1,1,0,0,0,-2,1,1
IRL,5013,2009,Human rights,0,1,1,0,0,0,-2,1,1
ISL,5013,2009,Human rights,0,1,1,0,0,0,-2,1,1
ISR,5013,2009,Human rights,0,1,1,0,0,0,2,-1,1
ITA,5013,2009,Human rights,0,1,1,0,0,0,-2,1,1
JAM,5013,2009,Human rights,0,1,1,0,0,0,-2,1,1
JOR,5013,2009,Human rights,0,1,1,0,0,0,-2,1,1
KEN,5013,2009,Human rights,0,1,1,0,0,0,-2,1,1
KWT,5013,2009,Human rights,0,1,1,0,0,0,-2,1,1
LBN,5013,2009,Human rights,0,1,1,0,0,0,-2,1,1
LBY,5013,2009,Human rights,0,1,1,0,0,0,-2,1,1
LKA,5013,2009,Human rights,0,1,1,0,0,0,-2,1,1
LTU,5013,2009,Human rights,0,1,1,0,0,0,-2,1,1
LVA,5013,2009,Human rights,0,1,1,0,0,0,-2,1,1
MAR,5013,2009,Human rights,0,1,1,0,0,0,-2,1,1
MDA,5013,2009,Human rights,0,1,1,0,0,0,-2,1,1
MDG,5013,2009,Human rights,0,1,1,0,0,0,-2,1,1
MDV,5013,2009,Human rights,0,1,1,0,0,0,-2,1,1
MEX,5013,2009,Human rights,0,1,1,0,0,0,-2,1,1
MUS,5013,2009,Human rights,0,1,1,0,0,0,-2,1,1
MWI,5013,2009,Human rights,0,1,1,0,0,0,-2,1,1
NAM,5013,2009,Human rights,0,1,1,0,0,0,-2,1,1
NGA,5013,2009,Human rights,0,1,1,0,0,0,-2,1,1
NIC,5013,2009,Human rights,0,1,1,0,0,0,-2,1,1
NLD,5013,2009,Human rights,0,1,1,0,0,0,-2,1,1
NOR,5013,2009,Human rights,0,1,1,0,0,0,-2,1,1
PAK,5013,2009,Human rights,0,1,1,0,0,0,-2,1,1
PAN,5013,2009,Human rights,0,1,1,0,0,0,2,-1,1
PNG,5013,2009,Human rights,0,1,1,0,0,0,-2,1,1
POL,5013,2009,Human rights,0,1,1,0,0,0,-2,1,1
PRT,5013,2009,Human rights,0,1,1,0,0,0,-2,1,1
PRY,5013,2009,Human rights,0,1,1,0,0,0,-2,1,1
QAT,5013,2009,Human rights,0,1,1,0,0,0,-2,1,1
ROU,5013,2009,Human rights,0,1,1,0,0,0,-2,1,1
SEN,5013,2009,Human rights,0,1,1,0,0,0,-2,1,1
SGP,5013,2009,Human rights,0,1,1,0,0,0,-2,1,1
SLV,5013,2009,Human rights,0,1,1,0,0,0,-2,1,1
SUR,5013,2009,Human rights,0,1,1,0,0,0,-2,1,1
SVK,5013,2009,Human rights,0,1,1,0,0,0,-2,1,1
SVN,5013,2009,Human rights,0,1,1,0,0,0,-2,1,1
SWE,5013,2009,Human rights,0,1,1,0,0,0,-2,1,1
SWZ,5013,2009,Human rights,0,1,1,0,0,0,-2,1,1
TGO,5013,2009,Human rights,0,1,1,0,0,0,-2,1,1
TTO,5013,2009,Human rights,0,1,1,0,0,0,-2,1,1
TUN,5013,2009,Human rights,0,1,1,0,0,0,-2,1,1
TUR,5013,2009,Human rights,0,1,1,0,0,0,-2,1,1
UKR,5013,2009,Human rights,0,1,1,0,0,0,-2,1,1
VEN,5013,2009,Human rights,0,1,1,0,0,0,-2,1,1
ALB,5014,2009,Non-human rights,0,1,0,0,0,0,-2,1,1
ARE,5014,2009,Non-human rights,0,1,0,0,0,0,-2,1,1
ARG,5014,2009,Non-human rights,0,1,0,0,0,0,-2,1,1
AUT,5014,2009,Non-human rights,0,1,0,0,0,0,-2,1,1
AZE,5014,2009,Non-human rights,0,1,0,0,0,0,-2,1,1
BGD,5014,2009,Non-human rights,0,1,0,0,0,0,-2,1,1
BGR,5014,2009,Non-human rights,0,1,0,0,0,0,-2,1,1
BHR,5014,2009,Non-human rights,0,1,0,0,0,0,-2,1,1
BLR,5014,2009,Non-human rights,0,1,0,0,0,0,-2,1,1
BOL,5014,2009,Non-human rights,0,1,0,0,0,0,-2,1,1
BRA,5014,2009,Non-human rights,1,1,0,0,1,0,-2,1,1
BRB,5014,2009,Non-human rights,0,1,0,0,0,0,-2,1,1
BTN,5014,2009,Non-human rights,0,1,0,0,0,0,-2,1,1
BWA,5014,2009,Non-human rights,0,1,0,0,0,0,-2,1,1
CAN,5014,2009,Non-human rights,0,1,0,0,0,0,-2,1,1
CIV,5014,2009,Non-human rights,0,1,0,0,0,0,-2,1,1
COL,5014,2009,Non-human rights,0,1,0,0,0,0,-2,1,1
COM,5014,2009,Non-human rights,0,1,0,0,0,0,-2,1,1
CPV,5014,2009,Non-human rights,0,1,0,0,0,0,-2,1,1
CRI,5014,2009,Non-human rights,0,1,0,0,0,0,-2,1,1
CYP,5014,2009,Non-human rights,0,1,0,0,0,0,-2,1,1
CZE,5014,2009,Non-human rights,0,1,0,0,0,0,-2,1,1
DEU,5014,2009,Non-human rights,0,1,0,0,0,0,-2,1,1
DNK,5014,2009,Non-human rights,0,1,0,0,0,0,-2,1,1
DOM,5014,2009,Non-human rights,0,1,0,0,0,0,-2,1,1
DZA,5014,2009,Non-human rights,0,1,0,0,0,0,-2,1,1
ECU,5014,2009,Non-human rights,0,1,0,0,0,0,-2,1,1
EGY,5014,2009,Non-human rights,0,1,0,0,0,0,-2,1,1
ESP,5014,2009,Non-human rights,0,1,0,0,0,0,-2,1,1
EST,5014,2009,Non-human rights,0,1,0,0,0,0,-2,1,1
FIN,5014,2009,Non-human rights,0,1,0,0,0,0,-2,1,1
FJI,5014,2009,Non-human rights,0,1,0,0,0,0,-2,1,1
FRA,5014,2009,Non-human rights,0,1,0,0,0,0,0,0,1
GBR,5014,2009,Non-human rights,0,1,0,0,0,0,0,0,1
GEO,5014,2009,Non-human rights,0,1,0,0,0,0,-2,1,1
GHA,5014,2009,Non-human rights,0,1,0,0,0,0,-2,1,1
GIN,5014,2009,Non-human rights,0,1,0,0,0,0,-2,1,1
GRC,5014,2009,Non-human rights,0,1,0,0,0,0,-2,1,1
GTM,5014,2009,Non-human rights,0,1,0,0,0,0,-2,1,1
GUY,5014,2009,Non-human rights,0,1,0,0,0,0,-2,1,1
HRV,5014,2009,Non-human rights,0,1,0,0,0,0,-2,1,1
HUN,5014,2009,Non-human rights,0,1,0,0,0,0,-2,1,1
IND,5014,2009,Non-human rights,0,1,0,0,0,0,-2,1,1
IRL,5014,2009,Non-human rights,0,1,0,0,0,0,-2,1,1
ISL,5014,2009,Non-human rights,0,1,0,0,0,0,-2,1,1
ISR,5014,2009,Non-human rights,0,1,0,0,0,0,2,-1,1
ITA,5014,2009,Non-human rights,0,1,0,0,0,0,-2,1,1
JAM,5014,2009,Non-human rights,0,1,0,0,0,0,-2,1,1
JOR,5014,2009,Non-human rights,0,1,0,0,0,0,-2,1,1
KEN,5014,2009,Non-human rights,0,1,0,0,0,0,-2,1,1
KWT,5014,2009,Non-human rights,0,1,0,0,0,0,-2,1,1
LBN,5014,2009,Non-human rights,0,1,0,0,0,0,-2,1,1
LBY,5014,2009,Non-human rights,0,1,0,0,0,0,-2,1,1
LKA,5014,2009,Non-human rights,0,1,0,0,0,0,-2,1,1
LTU,5014,2009,Non-human rights,0,1,0,0,0,0,-2,1,1
LVA,5014,2009,Non-human rights,0,1,0,0,0,0,-2,1,1
MAR,5014,2009,Non-human rights,0,1,0,0,0,0,-2,1,1
MDA,5014,2009,Non-human rights,0,1,0,0,0,0,-2,1,1
MDG,5014,2009,Non-human rights,0,1,0,0,0,0,-2,1,1
MDV,5014,2009,Non-human rights,0,1,0,0,0,0,-2,1,1
MEX,5014,2009,Non-human rights,0,1,0,0,0,0,-2,1,1
MUS,5014,2009,Non-human rights,0,1,0,0,0,0,-2,1,1
MWI,5014,2009,Non-human rights,0,1,0,0,0,0,-2,1,1
NGA,5014,2009,Non-human rights,0,1,0,0,0,0,-2,1,1
NIC,5014,2009,Non-human rights,0,1,0,0,0,0,-2,1,1
NLD,5014,2009,Non-human rights,0,1,0,0,0,0,-2,1,1
NOR,5014,2009,Non-human rights,0,1,0,0,0,0,-2,1,1
PAK,5014,2009,Non-human rights,0,1,0,0,0,0,-2,1,1
PAN,5014,2009,Non-human rights,0,1,0,0,0,0,-2,1,1
PNG,5014,2009,Non-human rights,0,1,0,0,0,0,-2,1,1
POL,5014,2009,Non-human rights,0,1,0,0,0,0,-2,1,1
PRT,5014,2009,Non-human rights,0,1,0,0,0,0,-2,1,1
PRY,5014,2009,Non-human rights,0,1,0,0,0,0,-2,1,1
QAT,5014,2009,Non-human rights,0,1,0,0,0,0,-2,1,1
ROU,5014,2009,Non-human rights,0,1,0,0,0,0,-2,1,1
SEN,5014,2009,Non-human rights,0,1,0,0,0,0,-2,1,1
SGP,5014,2009,Non-human rights,0,1,0,0,0,0,-2,1,1
SLV,5014,2009,Non-human rights,0,1,0,0,0,0,-2,1,1
SUR,5014,2009,Non-human rights,0,1,0,0,0,0,-2,1,1
SVK,5014,2009,Non-human rights,0,1,0,0,0,0,-2,1,1
SVN,5014,2009,Non-human rights,0,1,0,0,0,0,-2,1,1
SWE,5014,2009,Non-human rights,0,1,0,0,0,0,-2,1,1
SWZ,5014,2009,Non-human rights,0,1,0,0,0,0,-2,1,1
TGO,5014,2009,Non-human rights,0,1,0,0,0,0,-2,1,1
TTO,5014,2009,Non-human rights,0,1,0,0,0,0,-2,1,1
TUN,5014,2009,Non-human rights,0,1,0,0,0,0,-2,1,1
TUR,5014,2009,Non-human rights,0,1,0,0,0,0,-2,1,1
UGA,5014,2009,Non-human rights,0,1,0,0,0,0,-2,1,1
UKR,5014,2009,Non-human rights,0,1,0,0,0,0,-2,1,1
VEN,5014,2009,Non-human rights,0,1,0,0,0,0,-2,1,1
ALB,5015,2009,Non-human rights,0,1,0,0,0,0,1,-1,1
ARE,5015,2009,Non-human rights,0,1,0,0,0,0,-1,1,1
ARG,5015,2009,Non-human rights,0,1,0,0,0,0,1,-1,1
AUT,5015,2009,Non-human rights,0,1,0,0,0,0,1,-1,1
AZE,5015,2009,Non-human rights,0,1,0,0,0,0,-1,1,1
BGD,5015,2009,Non-human rights,0,1,0,0,0,0,-1,1,1
BGR,5015,2009,Non-human rights,0,1,0,0,0,0,1,-1,1
BHR,5015,2009,Non-human rights,0,1,0,0,0,0,-1,1,1
BLR,5015,2009,Non-human rights,0,1,0,0,0,0,-1,1,1
BOL,5015,2009,Non-human rights,0,1,0,0,0,0,-1,1,1
BRA,5015,2009,Non-human rights,1,1,0,0,1,0,-1,1,1
BRB,5015,2009,Non-human rights,0,1,0,0,0,0,-1,1,1
BTN,5015,2009,Non-human rights,0,1,0,0,0,0,-1,1,1
BWA,5015,2009,Non-human rights,0,1,0,0,0,0,-1,1,1
CAN,5015,2009,Non-human rights,0,1,0,0,0,0,1,-1,1
CIV,5015,2009,Non-human rights,0,1,0,0,0,0,-1,1,1
COL,5015,2009,Non-human rights,0,1,0,0,0,0,-1,1,1
COM,5015,2009,Non-human rights,0,1,0,0,0,0,-1,1,1
CPV,5015,2009,Non-human rights,0,1,0,0,0,0,-1,1,1
CRI,5015,2009,Non-human rights,0,1,0,0,0,0,-1,1,1
CYP,5015,2009,Non-human rights,0,1,0,0,0,0,1,-1,1
CZE,5015,2009,Non-human rights,0,1,0,0,0,0,1,-1,1
DEU,5015,2009,Non-human rights,0,1,0,0,0,0,1,-1,1
DNK,5015,2009,Non-human rights,0,1,0,0,0,0,1,-1,1
DOM,5015,2009,Non-human rights,0,1,0,0,0,0,-1,1,1
DZA,5015,2009,Non-human rights,0,1,0,0,0,0,-1,1,1
ECU,5015,2009,Non-human rights,0,1,0,0,0,0,-1,1,1
EGY,5015,2009,Non-human rights,0,1,0,0,0,0,-1,1,1
ESP,5015,2009,Non-human rights,0,1,0,0,0,0,1,-1,1
EST,5015,2009,Non-human rights,0,1,0,0,0,0,1,-1,1
FIN,5015,2009,Non-human rights,0,1,0,0,0,0,1,-1,1
FJI,5015,2009,Non-human rights,0,1,0,0,0,0,-1,1,1
FRA,5015,2009,Non-human rights,0,1,0,0,0,0,1,-1,1
GBR,5015,2009,Non-human rights,0,1,0,0,0,0,1,-1,1
GEO,5015,2009,Non-human rights,0,1,0,0,0,0,1,-1,1
GHA,5015,2009,Non-human rights,0,1,0,0,0,0,-1,1,1
GIN,5015,2009,Non-human rights,0,1,0,0,0,0,-1,1,1
GRC,5015,2009,Non-human rights,0,1,0,0,0,0,1,-1,1
GTM,5015,2009,Non-human rights,0,1,0,0,0,0,-1,1,1
GUY,5015,2009,Non-human rights,0,1,0,0,0,0,-1,1,1
HRV,5015,2009,Non-human rights,0,1,0,0,0,0,1,-1,1
HUN,5015,2009,Non-human rights,0,1,0,0,0,0,1,-1,1
IND,5015,2009,Non-human rights,0,1,0,0,0,0,-1,1,1
IRL,5015,2009,Non-human rights,0,1,0,0,0,0,1,-1,1
ISL,5015,2009,Non-human rights,0,1,0,0,0,0,1,-1,1
ISR,5015,2009,Non-human rights,0,1,0,0,0,0,1,-1,1
ITA,5015,2009,Non-human rights,0,1,0,0,0,0,1,-1,1
JAM,5015,2009,Non-human rights,0,1,0,0,0,0,-1,1,1
JOR,5015,2009,Non-human rights,0,1,0,0,0,0,-1,1,1
KEN,5015,2009,Non-human rights,0,1,0,0,0,0,-1,1,1
KWT,5015,2009,Non-human rights,0,1,0,0,0,0,-1,1,1
LBN,5015,2009,Non-human rights,0,1,0,0,0,0,-1,1,1
LBY,5015,2009,Non-human rights,0,1,0,0,0,0,-1,1,1
LKA,5015,2009,Non-human rights,0,1,0,0,0,0,-1,1,1
LTU,5015,2009,Non-human rights,0,1,0,0,0,0,1,-1,1
LVA,5015,2009,Non-human rights,0,1,0,0,0,0,1,-1,1
MAR,5015,2009,Non-human rights,0,1,0,0,0,0,-1,1,1
MDA,5015,2009,Non-human rights,0,1,0,0,0,0,1,-1,1
MDG,5015,2009,Non-human rights,0,1,0,0,0,0,-1,1,1
MDV,5015,2009,Non-human rights,0,1,0,0,0,0,-1,1,1
MEX,5015,2009,Non-human rights,0,1,0,0,0,0,-1,1,1
MUS,5015,2009,Non-human rights,0,1,0,0,0,0,-1,1,1
MWI,5015,2009,Non-human rights,0,1,0,0,0,0,-1,1,1
NGA,5015,2009,Non-human rights,0,1,0,0,0,0,-1,1,1
NIC,5015,2009,Non-human rights,0,1,0,0,0,0,-1,1,1
NLD,5015,2009,Non-human rights,0,1,0,0,0,0,1,-1,1
NOR,5015,2009,Non-human rights,0,1,0,0,0,0,1,-1,1
PAK,5015,2009,Non-human rights,0,1,0,0,0,0,-1,1,1
PAN,5015,2009,Non-human rights,0,1,0,0,0,0,-1,1,1
PNG,5015,2009,Non-human rights,0,1,0,0,0,0,-1,1,1
POL,5015,2009,Non-human rights,0,1,0,0,0,0,1,-1,1
PRT,5015,2009,Non-human rights,0,1,0,0,0,0,1,-1,1
PRY,5015,2009,Non-human rights,0,1,0,0,0,0,-1,1,1
QAT,5015,2009,Non-human rights,0,1,0,0,0,0,-1,1,1
ROU,5015,2009,Non-human rights,0,1,0,0,0,0,1,-1,1
