fit_id,iso3c,country_name,treatment_year,estimate,n_donors,n_pre_years,n_post_years,year_start,year_end,placebo_replications,synthdid_version
aus_timing_2007_point,AUS,Australia,2007,0.12845292972554007,105,10,16,1997,2022,0,0.0.9
