fit_id,iso3c,treatment_year,year,post_treatment,observed_outcome,synthetic_outcome,level_adjusted_synthetic_outcome,raw_gap,level_adjusted_gap
chl_cue_2008,CHL,2008,2022,TRUE,1.12083806,1.470528789679364,1.0641273090512526,-0.3496907296793639,0.056710750948747446
ury_cue_2013,URY,2013,1997,FALSE,1.2065858,1.7230623849779865,1.1233952557922742,-0.5164765849779864,0.08319054420772587
ury_cue_2013,URY,2013,1998,FALSE,0.3325448,0.9528980304322575,0.3532309012465452,-0.6203532304322575,-0.02068610124654524
ury_cue_2013,URY,2013,1999,FALSE,0.6909689999999999,1.144732085024428,0.5450649558387157,-0.4537630850244281,0.14590404416128422
ury_cue_2013,URY,2013,2000,FALSE,0.7858203500000001,1.206738608892459,0.6070714797067467,-0.42091825889245893,0.17874887029325337
ury_cue_2013,URY,2013,2001,FALSE,0.62132703,1.1050915261192706,0.5054243969335583,-0.48376449611927064,0.11590263306644166
ury_cue_2013,URY,2013,2002,FALSE,0.5783484099999999,1.0825788533735896,0.4829117241878773,-0.5042304433735897,0.09543668581212261
ury_cue_2013,URY,2013,2003,FALSE,0.98553017,1.414349778481881,0.8146826492961687,-0.42881960848188105,0.17084752070383125
ury_cue_2013,URY,2013,2004,FALSE,0.86683102,1.2791494671273482,0.6794823379416359,-0.4123184471273482,0.18734868205836408
ury_cue_2013,URY,2013,2005,FALSE,0.64641358,1.1760971973998569,0.5764300682141446,-0.5296836173998568,0.06998351178585549
ury_cue_2013,URY,2013,2006,FALSE,0.79494204,1.2754275439857954,0.6757604148000831,-0.48048550398579537,0.11918162519991693
ury_cue_2013,URY,2013,2007,FALSE,0.4695768,1.004515280189247,0.40484815100353466,-0.534938480189247,0.06472864899646535
ury_cue_2013,URY,2013,2008,FALSE,0.5295094,1.001409600742154,0.4017424715564417,-0.471900200742154,0.1277669284435583
ury_cue_2013,URY,2013,2009,FALSE,0.45463600000000004,0.9730682668617631,0.37340113767605077,-0.518432266861763,0.08123486232394928
ury_cue_2013,URY,2013,2010,FALSE,0.7159659,1.1786141428203143,0.578947013634602,-0.46264824282031425,0.13701888636539805
ury_cue_2013,URY,2013,2011,FALSE,0.42254769999999997,1.0352089149504866,0.4355417857647743,-0.6126612149504866,-0.012994085764774344
ury_cue_2013,URY,2013,2012,FALSE,0.4654799,1.1216934944978807,0.5220263653121684,-0.6562135944978806,-0.05654646531216839
ury_cue_2013,URY,2013,2013,TRUE,0.08691069999999995,0.8825173012906989,0.28285017210498664,-0.795606601290699,-0.1959394721049867
ury_cue_2013,URY,2013,2014,TRUE,0.39755840000000003,1.1129724618446266,0.5133053326589143,-0.7154140618446265,-0.11574693265891428
ury_cue_2013,URY,2013,2015,TRUE,0.2240421,0.8089876705296504,0.20932054134393807,-0.5849455705296503,0.014721558656061923
ury_cue_2013,URY,2013,2016,TRUE,0.034775500000000015,0.8596484678148527,0.2599813386291404,-0.8248729678148528,-0.2252058386291404
ury_cue_2013,URY,2013,2017,TRUE,0.09822810000000004,0.8567214144868781,0.2570542853011658,-0.7584933144868781,-0.15882618530116577
ury_cue_2013,URY,2013,2018,TRUE,0.14917810000000004,0.9122910086643088,0.3126238794785965,-0.7631129086643087,-0.16344577947859645
ury_cue_2013,URY,2013,2019,TRUE,0.025385800000000014,0.846761027085823,0.24709389790011071,-0.821375227085823,-0.2217080979001107
ury_cue_2013,URY,2013,2020,TRUE,0.52820467,0.967884563860379,0.3682174346746667,-0.439679893860379,0.15998723532533332
ury_cue_2013,URY,2013,2021,TRUE,0.17964964,0.8017384734045123,0.20207134421880002,-0.6220888334045123,-0.02242170421880002
ury_cue_2013,URY,2013,2022,TRUE,1.15221168,1.5053218331541227,0.9056547039684104,-0.35311015315412275,0.24655697603158955
gab_cue_2017,GAB,2017,1997,FALSE,0.4199096,0.8911908848883923,0.5270813194176353,-0.47128128488839227,-0.10717171941763526
gab_cue_2017,GAB,2017,1998,FALSE,0.2696423,0.5228771617381599,0.1587675962674029,-0.2532348617381599,0.11087470373259711
gab_cue_2017,GAB,2017,1999,FALSE,0.10807450000000007,0.492329081556442,0.128219516085685,-0.38425458155644193,-0.02014501608568492
gab_cue_2017,GAB,2017,2000,FALSE,0.005151900000000098,0.49642161370561194,0.13231204823485493,-0.49126971370561184,-0.12716014823485483
gab_cue_2017,GAB,2017,2001,FALSE,0.008862600000000054,0.4676671505828166,0.10355758511205959,-0.45880455058281655,-0.09469498511205954
gab_cue_2017,GAB,2017,2002,FALSE,0.09844910000000007,0.4964693563165005,0.1323597908457435,-0.39802025631650045,-0.03391069084574344
gab_cue_2017,GAB,2017,2003,FALSE,0.13223850000000004,0.6172609482868092,0.2531513828160522,-0.4850224482868092,-0.12091288281605217
gab_cue_2017,GAB,2017,2004,FALSE,0.1601357,0.5607786287440802,0.19666906327332323,-0.40064292874408025,-0.03653336327332324
gab_cue_2017,GAB,2017,2005,FALSE,0.07448520000000003,0.4934272394533167,0.12931767398255967,-0.41894203945331665,-0.05483247398255964
gab_cue_2017,GAB,2017,2006,FALSE,0.053731799999999996,0.6225508873621316,0.2584413218913746,-0.5688190873621316,-0.2047095218913746
gab_cue_2017,GAB,2017,2007,FALSE,0.0979968,0.5084246902556925,0.14431512478493547,-0.4104278902556925,-0.04631832478493547
gab_cue_2017,GAB,2017,2008,FALSE,0.02870589999999995,0.5219768148605476,0.15786724938979058,-0.49327091486054764,-0.12916134938979063
gab_cue_2017,GAB,2017,2009,FALSE,0.08768790000000004,0.5235238598821108,0.1594142944113538,-0.43583595988211077,-0.07172639441135376
gab_cue_2017,GAB,2017,2010,FALSE,0.3029256,0.6993522748665362,0.33524270939577916,-0.39642667486653616,-0.03231710939577914
gab_cue_2017,GAB,2017,2011,FALSE,0.2774028,0.6316402613682874,0.2675306958975304,-0.35423746136828743,0.009872104102469581
gab_cue_2017,GAB,2017,2012,FALSE,0.5832341999999999,0.7292317454549101,0.3651221799841531,-0.14599754545491017,0.21811202001584684
gab_cue_2017,GAB,2017,2013,FALSE,0.07306370000000006,0.5454719156298845,0.1813623501591275,-0.47240821562988444,-0.10829865015912743
gab_cue_2017,GAB,2017,2014,FALSE,0.5358839,0.7036069522371714,0.3394973867664144,-0.16772305223717143,0.19638651323358558
gab_cue_2017,GAB,2017,2015,FALSE,0.23459330000000003,0.5608165625029026,0.19670699703214556,-0.32622326250290257,0.037886302967854474
gab_cue_2017,GAB,2017,2016,FALSE,0.08517980000000003,0.5471947789777044,0.1830852135069474,-0.4620149789777044,-0.09790541350694737
gab_cue_2017,GAB,2017,2017,TRUE,0.021965500000000027,0.5116158450590731,0.14750627958831608,-0.48965034505907307,-0.12554077958831605
gab_cue_2017,GAB,2017,2018,TRUE,0.1971444,0.5268895293708715,0.1627799639001145,-0.3297451293708715,0.03436443609988549
gab_cue_2017,GAB,2017,2019,TRUE,0.32573889999999994,0.5055179049887646,0.14140833951800758,-0.17977900498876465,0.18433056048199237
gab_cue_2017,GAB,2017,2020,TRUE,0.06409750000000003,0.5856540640437153,0.22154449857295833,-0.5215565640437153,-0.1574469985729583
gab_cue_2017,GAB,2017,2021,TRUE,0.05780189999999999,0.4860349863695464,0.12192542089878938,-0.4282330863695464,-0.0641235208987894
gab_cue_2017,GAB,2017,2022,TRUE,0.4785199,0.9717045218032253,0.6075949563324683,-0.4931846218032253,-0.1290750563324683
qat_cue_2021,QAT,2021,1997,FALSE,0.15783400000000003,0.6216493684924069,0.31893743766220817,-0.4638153684924069,-0.16110343766220814
qat_cue_2021,QAT,2021,1998,FALSE,0.5243993,0.7224174041323669,0.4197054733021681,-0.19801810413236687,0.1046938266978319
qat_cue_2021,QAT,2021,1999,FALSE,0.20954430000000002,0.512764128167626,0.2100521973374272,-0.30321982816762594,-5.078973374271767e-4
qat_cue_2021,QAT,2021,2000,FALSE,0.4310673999999999,0.6121827082732391,0.3094707774430403,-0.18111530827323918,0.12159662255695958
qat_cue_2021,QAT,2021,2001,FALSE,0.6191127,0.7552216076575503,0.45250967682735155,-0.13610890765755035,0.1666030231726484
qat_cue_2021,QAT,2021,2002,FALSE,0.7295664,0.86748605911729,0.5647741282870913,-0.1379196591172901,0.16479227171290867
qat_cue_2021,QAT,2021,2003,FALSE,0.3559698,0.5626860396471378,0.25997410881693905,-0.2067162396471378,0.09599569118306095
qat_cue_2021,QAT,2021,2004,FALSE,0.2529109999999999,0.5225678813450036,0.2198559505148049,-0.26965688134500376,0.033055049485195
qat_cue_2021,QAT,2021,2005,FALSE,0.3661155999999999,0.5588704170579913,0.2561584862277926,-0.19275481705799147,0.1099571137722073
qat_cue_2021,QAT,2021,2006,FALSE,0.013601899999999945,0.555624221571193,0.2529122907409942,-0.542022321571193,-0.23931039074099425
qat_cue_2021,QAT,2021,2007,FALSE,0.4152509999999999,0.578469578926655,0.2757576480964562,-0.16321857892665503,0.13949335190354373
qat_cue_2021,QAT,2021,2008,FALSE,0.4724739,0.6488101155392542,0.3460981847090554,-0.17633621553925416,0.1263757152909446
qat_cue_2021,QAT,2021,2009,FALSE,0.5104646999999999,0.6712431132130928,0.36853118238289406,-0.16077841321309294,0.14193351761710582
qat_cue_2021,QAT,2021,2010,FALSE,0.34150230000000004,0.5794533656108711,0.27674143478067237,-0.2379510656108711,0.06476086521932767
qat_cue_2021,QAT,2021,2011,FALSE,0.21940020000000005,0.507560708320932,0.20484877749073327,-0.288160508320932,0.014551422509266776
qat_cue_2021,QAT,2021,2012,FALSE,0.4648093000000001,0.4943664102324309,0.19165447940223213,-0.029557110232430794,0.27315482059776797
qat_cue_2021,QAT,2021,2013,FALSE,0.44802110000000006,0.6340715103738653,0.33135957954366657,-0.18605041037386527,0.11666152045633349
qat_cue_2021,QAT,2021,2014,FALSE,0.09795039999999999,0.4429643513830547,0.14025242055285592,-0.3450139513830547,-0.04230202055285592
qat_cue_2021,QAT,2021,2015,FALSE,0.7559252,0.8207647508227626,0.5180528199925638,-0.0648395508227626,0.23787238000743616
qat_cue_2021,QAT,2021,2016,FALSE,0.3819226,0.6675955230460752,0.3648835922158764,-0.28567292304607517,0.017039007784123594
qat_cue_2021,QAT,2021,2017,FALSE,0.2358284,0.5977893622916106,0.29507743146141185,-0.3619609622916106,-0.05924903146141186
qat_cue_2021,QAT,2021,2018,FALSE,0.17589109999999997,0.4787364847509177,0.17602455392071892,-0.3028453847509177,-1.3345392071895112e-4
qat_cue_2021,QAT,2021,2019,FALSE,0.3881521,0.5829083759722863,0.2801964451420875,-0.19475627597228629,0.10795565485791248
qat_cue_2021,QAT,2021,2020,FALSE,0.07563219999999993,0.44076398343196627,0.1380520526017675,-0.36513178343196634,-0.06241985260176758
qat_cue_2021,QAT,2021,2021,TRUE,0.35098460000000004,0.6374664535934387,0.3347545227632399,-0.28648185359343864,0.01623007723676012
qat_cue_2021,QAT,2021,2022,TRUE,0.5546736,0.6210951712803194,0.3183832404501207,-0.06642157128031945,0.23629035954987931
aus_cue_2009,AUS,2009,1997,FALSE,2.143462,1.1313907070213527,2.2522659391796336,1.0120712929786473,-0.1088039391796336
aus_cue_2009,AUS,2009,1998,FALSE,1.4418071000000001,0.5584209159929414,1.6792961481512223,0.8833861840070587,-0.23748904815122218
aus_cue_2009,AUS,2009,1999,FALSE,1.5891584,0.6227409805644928,1.7436162127227737,0.9664174194355073,-0.1544578127227736
aus_cue_2009,AUS,2009,2000,FALSE,1.6577371,0.7417799505353754,1.8626551826936564,0.9159571494646247,-0.2049180826936563
aus_cue_2009,AUS,2009,2001,FALSE,1.6478793,0.6707847180072543,1.7916599501655353,0.9770945819927458,-0.1437806501655352
aus_cue_2009,AUS,2009,2002,FALSE,1.7369596,0.6997454372324672,1.820620669390748,1.0372141627675329,-0.08366106939074802
aus_cue_2009,AUS,2009,2003,FALSE,2.2060312,1.0382177484326685,2.159092980590949,1.1678134515673315,0.04693821940905085
aus_cue_2009,AUS,2009,2004,FALSE,2.289749,1.0496564139538835,2.170531646112164,1.2400925860461165,0.11921735388783583
aus_cue_2009,AUS,2009,2005,FALSE,2.1754334,0.9435355422295715,2.064410774387852,1.2318978577704287,0.11102262561214804
aus_cue_2009,AUS,2009,2006,FALSE,2.4743911,1.1111985282283519,2.2320737603866325,1.3631925717716482,0.24231733961336754
aus_cue_2009,AUS,2009,2007,FALSE,2.032488,0.7899270388666746,1.9108022710249555,1.2425609611333253,0.12168572897504437
aus_cue_2009,AUS,2009,2008,FALSE,2.0957540999999997,0.8242950405311272,1.945170272689408,1.2714590594688726,0.15058382731059172
aus_cue_2009,AUS,2009,2009,TRUE,1.9030363000000001,0.7859327620706147,1.9068079942288956,1.1171035379293854,-0.0037716942288954503
aus_cue_2009,AUS,2009,2010,TRUE,2.1690057,0.9554274222462573,2.076302654404538,1.2135782777537427,0.09270304559546183
aus_cue_2009,AUS,2009,2011,TRUE,2.042198,0.8722322414085727,1.9931074735668535,1.1699657585914274,0.049090526433146486
aus_cue_2009,AUS,2009,2012,TRUE,2.1721207,0.9746986102858651,2.095573842444146,1.1974220897141348,0.07654685755585389
aus_cue_2009,AUS,2009,2013,TRUE,1.8587908,0.6518450428601754,1.7727202750184563,1.2069457571398245,0.08607052498154366
aus_cue_2009,AUS,2009,2014,TRUE,2.2598294,0.9109019656587026,2.0317771978169836,1.3489274343412974,0.22805220218301647
aus_cue_2009,AUS,2009,2015,TRUE,1.4551872,0.5973448949564973,1.7182201271147783,0.8578423050435026,-0.26303292711477844
aus_cue_2009,AUS,2009,2016,TRUE,1.7279279,0.5996377796755603,1.7205130118338412,1.1282901203244398,0.007414888166158873
aus_cue_2009,AUS,2009,2017,TRUE,1.5878252,0.59438492114571,1.7152601533039908,0.99344027885429,-0.1274349533039909
aus_cue_2009,AUS,2009,2018,TRUE,1.9675326,0.7140221609203135,1.8348973930785943,1.2535104390796865,0.13263520692140562
aus_cue_2009,AUS,2009,2019,TRUE,1.7966744000000001,0.6004238431272185,1.7212990752854993,1.1962505568727817,0.07537532471450081
aus_cue_2009,AUS,2009,2020,TRUE,1.9713844000000003,0.7654756030162275,1.8863508351745084,1.2059087969837727,0.08503356482549185
aus_cue_2009,AUS,2009,2021,TRUE,1.6829271,0.5156387858873304,1.6365140180456113,1.1672883141126695,0.046413081954388646
aus_cue_2009,AUS,2009,2022,TRUE,2.470431,1.246210468310197,2.367085700468478,1.224220531689803,0.10334529953152183
aus_top1_2010,AUS,2010,1997,FALSE,2.143462,1.1305417156408457,2.206005439639758,1.0129202843591543,-0.06254343963975817
aus_top1_2010,AUS,2010,1998,FALSE,1.4418071000000001,0.5580731770611164,1.6335369010600287,0.8837339229388838,-0.19172980106002857
aus_top1_2010,AUS,2010,1999,FALSE,1.5891584,0.6214581542680105,1.6969218782669229,0.9677002457319895,-0.10776347826692279
aus_top1_2010,AUS,2010,2000,FALSE,1.6577371,0.741414230490789,1.8168779544897014,0.916322869509211,-0.15914085448970128
aus_top1_2010,AUS,2010,2001,FALSE,1.6478793,0.670351770822927,1.7458154948218394,0.9775275291770731,-0.09793619482183935
aus_top1_2010,AUS,2010,2002,FALSE,1.7369596,0.6998726076725672,1.7753363316714796,1.0370869923274328,-0.03837673167147959
aus_top1_2010,AUS,2010,2003,FALSE,2.2060312,1.0381162688586085,2.113579992857521,1.1679149311413914,0.09245120714247879
aus_top1_2010,AUS,2010,2004,FALSE,2.289749,1.0510161513511755,2.126479875350088,1.2387328486488245,0.16326912464991183
aus_top1_2010,AUS,2010,2005,FALSE,2.1754334,0.9443690087236942,2.0198327327226067,1.231064391276306,0.15560066727739352
aus_top1_2010,AUS,2010,2006,FALSE,2.4743911,1.1130051960913196,2.188468920090232,1.3613859039086804,0.2859221799097682
aus_top1_2010,AUS,2010,2007,FALSE,2.032488,0.7908921556050453,1.8663558796039577,1.2415958443949546,0.1661321203960422
aus_top1_2010,AUS,2010,2008,FALSE,2.0957540999999997,0.8260668009349246,1.901530524933837,1.2696872990650752,0.19422357506616272
aus_top1_2010,AUS,2010,2009,FALSE,1.9030363000000001,0.7881395533588944,1.8636032773578068,1.1148967466411057,0.03943302264219328
aus_top1_2010,AUS,2010,2010,TRUE,2.1690057,0.9563219287882515,2.031785652787164,1.2126837712117484,0.13722004721283598
aus_top1_2010,AUS,2010,2011,TRUE,2.042198,0.8743871848094426,1.9498509088083549,1.1678108151905575,0.09234709119164508
aus_top1_2010,AUS,2010,2012,TRUE,2.1721207,0.976606930735688,2.0520706547346004,1.1955137692643119,0.12005004526539942
aus_top1_2010,AUS,2010,2013,TRUE,1.8587908,0.6528145698390058,1.7282782938379182,1.2059762301609942,0.13051250616208177
aus_top1_2010,AUS,2010,2014,TRUE,2.2598294,0.9124566314641395,1.9879203554630518,1.3473727685358607,0.2719090445369483
aus_top1_2010,AUS,2010,2015,TRUE,1.4551872,0.597893127290284,1.6733568512891965,0.8572940727097159,-0.21816965128919663
aus_top1_2010,AUS,2010,2016,TRUE,1.7279279,0.6003815940577799,1.6758453180566923,1.1275463059422202,0.052082581943307726
aus_top1_2010,AUS,2010,2017,TRUE,1.5878252,0.5943210369951902,1.6697847609941028,0.9935041630048097,-0.08195956099410284
aus_top1_2010,AUS,2010,2018,TRUE,1.9675326,0.7156301560088117,1.791093880007724,1.251902443991188,0.1764387199922759
aus_top1_2010,AUS,2010,2019,TRUE,1.7966744000000001,0.6009922704480508,1.6764559944469632,1.1956821295519493,0.12021840555303687
aus_top1_2010,AUS,2010,2020,TRUE,1.9713844000000003,0.7664703698383047,1.8419340938372173,1.2049140301616954,0.12945030616278297
aus_top1_2010,AUS,2010,2021,TRUE,1.6829271,0.5154538202402345,1.5909175442391468,1.1674732797597653,0.09200955576085312
aus_top1_2010,AUS,2010,2022,TRUE,2.470431,1.2469417407091723,2.3224054647080847,1.2234892592908277,0.1480255352919153
