fit_id,iso3c,treatment_year,year,post_treatment,observed_outcome,synthetic_outcome,level_adjusted_synthetic_outcome,raw_gap,level_adjusted_gap
chl_cue_2008,CHL,2008,1997,FALSE,1.178168634,1.5921334903381383,1.185732009710027,-0.4139648563381384,-0.007563375710027076
chl_cue_2008,CHL,2008,1998,FALSE,0.2842087,0.828425785492436,0.4220243048643247,-0.544217085492436,-0.1378156048643247
chl_cue_2008,CHL,2008,1999,FALSE,0.60889295,1.0047796960885162,0.5983782154604049,-0.39588674608851626,0.010514734539595061
chl_cue_2008,CHL,2008,2000,FALSE,0.71022496,1.0853549102287432,0.6789534296006319,-0.3751299502287432,0.03127153039936814
chl_cue_2008,CHL,2008,2001,FALSE,0.7222355,0.9879819713159623,0.581580490687851,-0.2657464713159623,0.14065500931214903
chl_cue_2008,CHL,2008,2002,FALSE,0.43262186999999996,0.9258790445109218,0.5194775638828106,-0.4932571745109219,-0.08685569388281067
chl_cue_2008,CHL,2008,2003,FALSE,0.91516335,1.2866324086840177,0.8802309280559064,-0.3714690586840177,0.03493242194409363
chl_cue_2008,CHL,2008,2004,FALSE,0.9442829,1.2259778221827315,0.8195763415546202,-0.2816949221827315,0.12470655844537981
chl_cue_2008,CHL,2008,2005,FALSE,0.6834531300000001,1.0977386984928217,0.6913372178647104,-0.4142855684928216,-0.007884087864710287
chl_cue_2008,CHL,2008,2006,FALSE,0.841468356,1.233661962579863,0.8272604819517517,-0.392193606579863,0.014207874048248303
chl_cue_2008,CHL,2008,2007,FALSE,0.62655028,0.9569762050930402,0.5505747244649288,-0.33042592509304014,0.07597555553507118
chl_cue_2008,CHL,2008,2008,TRUE,0.654315685,0.9669820594227152,0.5605805787946039,-0.31266637442271517,0.09373510620539616
chl_cue_2008,CHL,2008,2009,TRUE,0.53830287,0.9461264742146539,0.5397249935865427,-0.4078236042146539,-0.0014221235865427007
chl_cue_2008,CHL,2008,2010,TRUE,0.7074399,1.1328779752645681,0.7264764946364568,-0.4254380752645681,-0.019036594636456794
chl_cue_2008,CHL,2008,2011,TRUE,0.6487881,1.0614092986909018,0.6550078180627905,-0.41262119869090186,-0.006219718062790536
chl_cue_2008,CHL,2008,2012,TRUE,0.5912183,1.1443585960463127,0.7379571154182014,-0.5531402960463128,-0.14673881541820144
chl_cue_2008,CHL,2008,2013,TRUE,0.3105272,0.8796579908892143,0.473256510261103,-0.5691307908892143,-0.162729310261103
chl_cue_2008,CHL,2008,2014,TRUE,0.5359572,1.1011922531278908,0.6947907724997795,-0.5652350531278908,-0.15883357249977947
chl_cue_2008,CHL,2008,2015,TRUE,0.09565799999999999,0.7863737993694325,0.37997231874132126,-0.6907157993694325,-0.2843143187413213
chl_cue_2008,CHL,2008,2016,TRUE,0.1979461,0.8312760396163534,0.42487455898824217,-0.6333299396163534,-0.22692845898824215
chl_cue_2008,CHL,2008,2017,TRUE,0.0176848,0.8099143141478755,0.40351283351976425,-0.7922295141478755,-0.38582803351976425
chl_cue_2008,CHL,2008,2018,TRUE,0.3878804,0.8970607263658079,0.49065924573769665,-0.5091803263658079,-0.10277884573769663
chl_cue_2008,CHL,2008,2019,TRUE,0.1387293,0.802614765061529,0.3962132844334177,-0.6638854650615289,-0.2574839844334177
chl_cue_2008,CHL,2008,2020,TRUE,0.42576890000000006,0.9584186065958306,0.5520171259677193,-0.5326497065958304,-0.12624822596771929
chl_cue_2008,CHL,2008,2021,TRUE,0.12370109999999998,0.7531651902377062,0.34676370960959496,-0.6294640902377062,-0.22306260960959498
