fit_id,iso3c,country_name,treatment_year,estimate,n_donors,n_pre_years,n_post_years,year_start,year_end,placebo_replications,synthdid_version
aus_timing_2008_point,AUS,Australia,2008,0.07014633992192171,105,11,15,1997,2022,0,0.0.9
