model_id,iso3c,country_name,country_id,year,abs_distance_china,model_outcome,china_is_top,public_cue_year,focal_country,cue_group,eligible_as_control,treatment
clean_controls,AFG,Afghanistan,1,1997,0.3631468,0.3631468,FALSE,NA,FALSE,other_countries,TRUE,0
clean_controls,AFG,Afghanistan,1,1998,0.5039589,0.5039589,FALSE,NA,FALSE,other_countries,TRUE,0
clean_controls,AFG,Afghanistan,1,1999,0.321194,0.321194,FALSE,NA,FALSE,other_countries,TRUE,0
clean_controls,AFG,Afghanistan,1,2000,0.10762090000000002,0.10762090000000002,FALSE,NA,FALSE,other_countries,TRUE,0
clean_controls,AFG,Afghanistan,1,2001,0.3378924,0.3378924,FALSE,NA,FALSE,other_countries,TRUE,0
clean_controls,AFG,Afghanistan,1,2002,0.13792690000000007,0.13792690000000007,FALSE,NA,FALSE,other_countries,TRUE,0
clean_controls,AFG,Afghanistan,1,2003,0.06245409999999996,0.06245409999999996,FALSE,NA,FALSE,other_countries,TRUE,0
clean_controls,AFG,Afghanistan,1,2004,0.08739570000000008,0.08739570000000008,FALSE,NA,FALSE,other_countries,TRUE,0
clean_controls,AFG,Afghanistan,1,2005,0.07798850000000002,0.07798850000000002,FALSE,NA,FALSE,other_countries,TRUE,0
clean_controls,AFG,Afghanistan,1,2006,0.4907147,0.4907147,FALSE,NA,FALSE,other_countries,TRUE,0
clean_controls,AFG,Afghanistan,1,2007,0.0344272000000001,0.0344272000000001,FALSE,NA,FALSE,other_countries,TRUE,0
clean_controls,AFG,Afghanistan,1,2008,0.014859500000000025,0.014859500000000025,FALSE,NA,FALSE,other_countries,TRUE,0
clean_controls,AFG,Afghanistan,1,2009,0.10337010000000002,0.10337010000000002,FALSE,NA,FALSE,other_countries,TRUE,0
clean_controls,AFG,Afghanistan,1,2010,0.001505899999999949,0.001505899999999949,FALSE,NA,FALSE,other_countries,TRUE,0
clean_controls,AFG,Afghanistan,1,2011,0.09530139999999998,0.09530139999999998,FALSE,NA,FALSE,other_countries,TRUE,0
clean_controls,AFG,Afghanistan,1,2012,0.05192549999999996,0.05192549999999996,FALSE,NA,FALSE,other_countries,TRUE,0
clean_controls,AFG,Afghanistan,1,2013,0.28906070000000006,0.28906070000000006,FALSE,NA,FALSE,other_countries,TRUE,0
clean_controls,AFG,Afghanistan,1,2014,0.02118069999999994,0.02118069999999994,FALSE,NA,FALSE,other_countries,TRUE,0
clean_controls,AFG,Afghanistan,1,2015,0.5679575,0.5679575,FALSE,NA,FALSE,other_countries,TRUE,0
clean_controls,AFG,Afghanistan,1,2016,0.22647450000000002,0.22647450000000002,FALSE,NA,FALSE,other_countries,TRUE,0
clean_controls,AFG,Afghanistan,1,2017,0.5796405,0.5796405,FALSE,NA,FALSE,other_countries,TRUE,0
clean_controls,AFG,Afghanistan,1,2018,0.421643,0.421643,FALSE,NA,FALSE,other_countries,TRUE,0
clean_controls,AFG,Afghanistan,1,2019,0.19311219999999996,0.19311219999999996,FALSE,NA,FALSE,other_countries,TRUE,0
clean_controls,AFG,Afghanistan,1,2020,0.0102584,0.0102584,FALSE,NA,FALSE,other_countries,TRUE,0
clean_controls,AFG,Afghanistan,1,2021,0.46929899999999997,0.46929899999999997,FALSE,NA,FALSE,other_countries,TRUE,0
clean_controls,AFG,Afghanistan,1,2022,0.8031794,0.8031794,FALSE,NA,FALSE,other_countries,TRUE,0
clean_controls,ALB,Albania,2,1997,2.357372,2.357372,FALSE,NA,FALSE,other_countries,TRUE,0
clean_controls,ALB,Albania,2,1998,1.6150521,1.6150521,FALSE,NA,FALSE,other_countries,TRUE,0
clean_controls,ALB,Albania,2,1999,1.7112534,1.7112534,FALSE,NA,FALSE,other_countries,TRUE,0
clean_controls,ALB,Albania,2,2000,2.0868816,2.0868816,FALSE,NA,FALSE,other_countries,TRUE,0
clean_controls,ALB,Albania,2,2001,1.9600293,1.9600293,FALSE,NA,FALSE,other_countries,TRUE,0
clean_controls,ALB,Albania,2,2002,1.6693605999999999,1.6693605999999999,FALSE,NA,FALSE,other_countries,TRUE,0
clean_controls,ALB,Albania,2,2003,2.2254742,2.2254742,FALSE,NA,FALSE,other_countries,TRUE,0
clean_controls,ALB,Albania,2,2004,2.06137,2.06137,FALSE,NA,FALSE,other_countries,TRUE,0
clean_controls,ALB,Albania,2,2005,2.2595504,2.2595504,FALSE,NA,FALSE,other_countries,TRUE,0
clean_controls,ALB,Albania,2,2006,1.9227010999999998,1.9227010999999998,FALSE,NA,FALSE,other_countries,TRUE,0
clean_controls,ALB,Albania,2,2007,1.4648910000000002,1.4648910000000002,FALSE,NA,FALSE,other_countries,TRUE,0
clean_controls,ALB,Albania,2,2008,1.6480481,1.6480481,FALSE,NA,FALSE,other_countries,TRUE,0
clean_controls,ALB,Albania,2,2009,1.3650029,1.3650029,FALSE,NA,FALSE,other_countries,TRUE,0
clean_controls,ALB,Albania,2,2010,1.7871679,1.7871679,FALSE,NA,FALSE,other_countries,TRUE,0
clean_controls,ALB,Albania,2,2011,1.774966,1.774966,FALSE,NA,FALSE,other_countries,TRUE,0
clean_controls,ALB,Albania,2,2012,1.8236333,1.8236333,FALSE,NA,FALSE,other_countries,TRUE,0
clean_controls,ALB,Albania,2,2013,1.4771241,1.4771241,FALSE,NA,FALSE,other_countries,TRUE,0
clean_controls,ALB,Albania,2,2014,1.7675024000000001,1.7675024000000001,FALSE,NA,FALSE,other_countries,TRUE,0
clean_controls,ALB,Albania,2,2015,1.2033079,1.2033079,FALSE,NA,FALSE,other_countries,TRUE,0
clean_controls,ALB,Albania,2,2016,1.4833669,1.4833669,FALSE,NA,FALSE,other_countries,TRUE,0
clean_controls,ALB,Albania,2,2017,1.4167732,1.4167732,FALSE,NA,FALSE,other_countries,TRUE,0
clean_controls,ALB,Albania,2,2018,1.5757376,1.5757376,FALSE,NA,FALSE,other_countries,TRUE,0
clean_controls,ALB,Albania,2,2019,1.4980584,1.4980584,FALSE,NA,FALSE,other_countries,TRUE,0
clean_controls,ALB,Albania,2,2020,1.6601363999999998,1.6601363999999998,FALSE,NA,FALSE,other_countries,TRUE,0
clean_controls,ALB,Albania,2,2021,1.3970631,1.3970631,FALSE,NA,FALSE,other_countries,TRUE,0
clean_controls,ALB,Albania,2,2022,2.337789,2.337789,FALSE,NA,FALSE,other_countries,TRUE,0
clean_controls,AND,Andorra,3,1997,2.639527,2.639527,FALSE,NA,FALSE,other_countries,TRUE,0
clean_controls,AND,Andorra,3,1998,1.6028131,1.6028131,FALSE,NA,FALSE,other_countries,TRUE,0
clean_controls,AND,Andorra,3,1999,1.7779134,1.7779134,FALSE,NA,FALSE,other_countries,TRUE,0
clean_controls,AND,Andorra,3,2000,1.7999176000000001,1.7999176000000001,FALSE,NA,FALSE,other_countries,TRUE,0
clean_controls,AND,Andorra,3,2001,1.6488212999999998,1.6488212999999998,FALSE,NA,FALSE,other_countries,TRUE,0
clean_controls,AND,Andorra,3,2002,1.4423822,1.4423822,FALSE,NA,FALSE,other_countries,TRUE,0
clean_controls,AND,Andorra,3,2003,1.8560462,1.8560462,FALSE,NA,FALSE,other_countries,TRUE,0
clean_controls,AND,Andorra,3,2004,1.7491348,1.7491348,FALSE,NA,FALSE,other_countries,TRUE,0
clean_controls,AND,Andorra,3,2005,1.5859485,1.5859485,FALSE,NA,FALSE,other_countries,TRUE,0
clean_controls,AND,Andorra,3,2006,1.9354551,1.9354551,FALSE,NA,FALSE,other_countries,TRUE,0
clean_controls,AND,Andorra,3,2007,1.5098984,1.5098984,FALSE,NA,FALSE,other_countries,TRUE,0
clean_controls,AND,Andorra,3,2008,1.6468411,1.6468411,FALSE,NA,FALSE,other_countries,TRUE,0
clean_controls,AND,Andorra,3,2009,1.5277881,1.5277881,FALSE,NA,FALSE,other_countries,TRUE,0
clean_controls,AND,Andorra,3,2010,1.7959917,1.7959917,FALSE,NA,FALSE,other_countries,TRUE,0
clean_controls,AND,Andorra,3,2011,1.6456016,1.6456016,FALSE,NA,FALSE,other_countries,TRUE,0
clean_controls,AND,Andorra,3,2012,1.7930807,1.7930807,FALSE,NA,FALSE,other_countries,TRUE,0
clean_controls,AND,Andorra,3,2013,1.3893160999999998,1.3893160999999998,FALSE,NA,FALSE,other_countries,TRUE,0
clean_controls,AND,Andorra,3,2014,1.7943826,1.7943826,FALSE,NA,FALSE,other_countries,TRUE,0
clean_controls,AND,Andorra,3,2015,1.1345391,1.1345391,FALSE,NA,FALSE,other_countries,TRUE,0
clean_controls,AND,Andorra,3,2016,1.3806625000000001,1.3806625000000001,FALSE,NA,FALSE,other_countries,TRUE,0
clean_controls,AND,Andorra,3,2017,1.1445047,1.1445047,FALSE,NA,FALSE,other_countries,TRUE,0
clean_controls,AND,Andorra,3,2018,1.3391667,1.3391667,FALSE,NA,FALSE,other_countries,TRUE,0
clean_controls,AND,Andorra,3,2019,1.1372088,1.1372088,FALSE,NA,FALSE,other_countries,TRUE,0
clean_controls,AND,Andorra,3,2020,1.2886278,1.2886278,FALSE,NA,FALSE,other_countries,TRUE,0
