model_id,year,factor,value,value_standardized
clean_controls,1997,factor_1,-2.052522967213137,-2.01266435806099
clean_controls,1998,factor_1,0.6040851339124707,0.5923542087867304
clean_controls,1999,factor_1,-0.5041457577773054,-0.49435558780798106
clean_controls,2000,factor_1,-0.5681725934339662,-0.557139065578541
clean_controls,2001,factor_1,-0.04720079382608222,-0.046284186303127556
clean_controls,2002,factor_1,0.2006254500811884,0.19672943940140664
clean_controls,2003,factor_1,-1.3221668747870405,-1.2964912874548284
clean_controls,2004,factor_1,-0.8454695932805203,-0.82905114505514
clean_controls,2005,factor_1,-0.5302691001340832,-0.5199716325074956
clean_controls,2006,factor_1,-0.7705149012351887,-0.7555520224831239
clean_controls,2007,factor_1,-0.19520183234931973,-0.1914111446612017
clean_controls,2008,factor_1,-0.04841006289277283,-0.047469972181635164
clean_controls,2009,factor_1,0.18366354435881693,0.18009692242715794
clean_controls,2010,factor_1,-0.6344804215483376,-0.6221592404745288
clean_controls,2011,factor_1,-0.38428364231529416,-0.37682111363849907
clean_controls,2012,factor_1,-0.568295109568482,-0.5572592025325075
clean_controls,2013,factor_1,0.9576103042848356,0.9390141592242117
clean_controls,2014,factor_1,-0.6976588734441657,-0.6841108095236461
clean_controls,2015,factor_1,2.3378506715194156,2.29245119114298
clean_controls,2016,factor_1,1.3101075713921009,1.2846661675834565
clean_controls,2017,factor_1,1.4532984198247008,1.4250763464922516
clean_controls,2018,factor_1,0.5215281104937951,0.5114003869798145
clean_controls,2019,factor_1,1.099720612359208,1.0783647811384247
clean_controls,2020,factor_1,0.04777262819145725,0.046844916031510205
clean_controls,2021,factor_1,1.681216580895094,1.6485684908768898
clean_controls,2022,factor_1,-1.228686503507385,-1.2048262418215858
full_switching,1997,factor_1,-2.000108714567605,-1.9612679547860004
full_switching,1998,factor_1,0.7226180641091939,0.7085853095706581
full_switching,1999,factor_1,-0.39165052739110995,-0.3840449387838799
full_switching,2000,factor_1,-0.6155967128657598,-0.6036422406550161
full_switching,2001,factor_1,0.028733316466885084,0.028175334875939206
full_switching,2002,factor_1,0.20917970770073083,0.20511757911801182
full_switching,2003,factor_1,-1.4016299286653764,-1.3744112225193112
full_switching,2004,factor_1,-0.8759547474471616,-0.8589442981264072
full_switching,2005,factor_1,-0.46343431741353625,-0.45443473610772583
full_switching,2006,factor_1,-0.797211728189859,-0.7817304150971383
full_switching,2007,factor_1,-0.0275959674224242,-0.02706007238142536
full_switching,2008,factor_1,0.060969723237723594,0.05978573240913539
full_switching,2009,factor_1,0.21642640047773254,0.21222354601780866
full_switching,2010,factor_1,-0.6373794200378445,-0.6250019423721965
full_switching,2011,factor_1,-0.45208019137566857,-0.4433010995256337
full_switching,2012,factor_1,-0.6695720842246802,-0.6565694467728147
full_switching,2013,factor_1,0.8559533068466672,0.8393312719875825
full_switching,2014,factor_1,-0.6959081293492345,-0.6823940636960768
full_switching,2015,factor_1,2.4099712658193466,2.3631712522328376
full_switching,2016,factor_1,1.2684614386222115,1.243828774572045
full_switching,2017,factor_1,1.458787514800596,1.430458846952647
full_switching,2018,factor_1,0.5501142571090305,0.5394314099431818
full_switching,2019,factor_1,1.0465558842671345,1.0262324761429753
full_switching,2020,factor_1,-0.009613092266370991,-0.009426412510037244
full_switching,2021,factor_1,1.5237846371754615,1.494193769128958
full_switching,2022,factor_1,-1.3138199554160828,-1.2883064596181173
