fit_id,iso3c,country_name,treatment_year,estimate,n_donors,n_pre_years,n_post_years,year_start,year_end,placebo_replications,synthdid_version
aus_timing_2006_point,AUS,Australia,2006,0.20774778667130667,105,9,17,1997,2022,0,0.0.9
