model_id,iso3c,country_name,focal_country,cue_group,public_cue_year,first_year,last_year,current_china_top_years,china_top_years_before_cue,treated_years,untreated_years,observed_model_years,masked_model_years,eligible_control_years,control_pool_entries,control_pool_exits,entries,exits,first_treated_year,last_treated_year,off_years_after_first_entry,model_role
clean_controls,AUS,Australia,TRUE,selected_public_cue,2009,1997,2022,14,0,14,12,26,0,0,0,0,1,0,2009,2022,0,focal_public_cue_case
clean_controls,CHL,Chile,TRUE,selected_public_cue,2008,1997,2022,16,1,15,11,26,0,0,0,0,1,0,2008,2022,0,focal_public_cue_case
clean_controls,GAB,Gabon,TRUE,selected_public_cue,2017,1997,2022,6,0,6,20,26,0,0,0,0,1,0,2017,2022,0,focal_public_cue_case
clean_controls,QAT,Qatar,TRUE,selected_public_cue,2021,1997,2022,2,0,2,24,26,0,0,0,0,1,0,2021,2022,0,focal_public_cue_case
clean_controls,URY,Uruguay,TRUE,selected_public_cue,2013,1997,2022,10,0,10,16,26,0,0,0,0,1,0,2013,2022,0,focal_public_cue_case
clean_controls,AFG,Afghanistan,FALSE,other_countries,NA,1997,2022,0,NA,0,26,26,0,26,0,0,0,0,NA,NA,0,clean_control
clean_controls,ALB,Albania,FALSE,other_countries,NA,1997,2022,0,NA,0,26,26,0,26,0,0,0,0,NA,NA,0,clean_control
clean_controls,AND,Andorra,FALSE,other_countries,NA,1997,2022,0,NA,0,26,26,0,26,0,0,0,0,NA,NA,0,clean_control
clean_controls,ARE,United Arab Emirates,FALSE,other_countries,NA,1997,2022,0,NA,0,26,26,0,26,0,0,0,0,NA,NA,0,clean_control
clean_controls,ARG,Argentina,FALSE,other_countries,NA,1997,2022,0,NA,0,26,26,0,26,0,0,0,0,NA,NA,0,clean_control
clean_controls,ATG,Antigua & Barbuda,FALSE,other_countries,NA,1997,2022,0,NA,0,26,26,0,26,0,0,0,0,NA,NA,0,clean_control
clean_controls,AUT,Austria,FALSE,other_countries,NA,1997,2022,0,NA,0,26,26,0,26,0,0,0,0,NA,NA,0,clean_control
clean_controls,AZE,Azerbaijan,FALSE,other_countries,NA,1997,2022,0,NA,0,26,26,0,26,0,0,0,0,NA,NA,0,clean_control
clean_controls,BGD,Bangladesh,FALSE,other_countries,NA,1997,2022,0,NA,0,26,26,0,26,0,0,0,0,NA,NA,0,clean_control
clean_controls,BGR,Bulgaria,FALSE,other_countries,NA,1997,2022,0,NA,0,26,26,0,26,0,0,0,0,NA,NA,0,clean_control
clean_controls,BHR,Bahrain,FALSE,other_countries,NA,1997,2022,0,NA,0,26,26,0,26,0,0,0,0,NA,NA,0,clean_control
clean_controls,BHS,Bahamas,FALSE,other_countries,NA,1997,2022,0,NA,0,26,26,0,26,0,0,0,0,NA,NA,0,clean_control
clean_controls,BLR,Belarus,FALSE,other_countries,NA,1997,2022,0,NA,0,26,26,0,26,0,0,0,0,NA,NA,0,clean_control
clean_controls,BLZ,Belize,FALSE,other_countries,NA,1997,2022,0,NA,0,26,26,0,26,0,0,0,0,NA,NA,0,clean_control
clean_controls,BOL,Bolivia,FALSE,other_countries,NA,1997,2022,0,NA,0,26,26,0,26,0,0,0,0,NA,NA,0,clean_control
clean_controls,BRB,Barbados,FALSE,other_countries,NA,1997,2022,0,NA,0,26,26,0,26,0,0,0,0,NA,NA,0,clean_control
clean_controls,BRN,Brunei,FALSE,other_countries,NA,1997,2022,0,NA,0,26,26,0,26,0,0,0,0,NA,NA,0,clean_control
clean_controls,BTN,Bhutan,FALSE,other_countries,NA,1997,2022,0,NA,0,26,26,0,26,0,0,0,0,NA,NA,0,clean_control
clean_controls,BWA,Botswana,FALSE,other_countries,NA,1997,2022,0,NA,0,26,26,0,26,0,0,0,0,NA,NA,0,clean_control
clean_controls,CAN,Canada,FALSE,other_countries,NA,1997,2022,0,NA,0,26,26,0,26,0,0,0,0,NA,NA,0,clean_control
clean_controls,CIV,Côte d’Ivoire,FALSE,other_countries,NA,1997,2022,0,NA,0,26,26,0,26,0,0,0,0,NA,NA,0,clean_control
clean_controls,COL,Colombia,FALSE,other_countries,NA,1997,2022,0,NA,0,26,26,0,26,0,0,0,0,NA,NA,0,clean_control
clean_controls,COM,Comoros,FALSE,other_countries,NA,1997,2022,0,NA,0,26,26,0,26,0,0,0,0,NA,NA,0,clean_control
clean_controls,CPV,Cape Verde,FALSE,other_countries,NA,1997,2022,0,NA,0,26,26,0,26,0,0,0,0,NA,NA,0,clean_control
clean_controls,CRI,Costa Rica,FALSE,other_countries,NA,1997,2022,0,NA,0,26,26,0,26,0,0,0,0,NA,NA,0,clean_control
clean_controls,CYP,Cyprus,FALSE,other_countries,NA,1997,2022,0,NA,0,26,26,0,26,0,0,0,0,NA,NA,0,clean_control
clean_controls,CZE,Czechia,FALSE,other_countries,NA,1997,2022,0,NA,0,26,26,0,26,0,0,0,0,NA,NA,0,clean_control
clean_controls,DEU,Germany,FALSE,other_countries,NA,1997,2022,0,NA,0,26,26,0,26,0,0,0,0,NA,NA,0,clean_control
clean_controls,DJI,Djibouti,FALSE,other_countries,NA,1997,2022,0,NA,0,26,26,0,26,0,0,0,0,NA,NA,0,clean_control
clean_controls,DMA,Dominica,FALSE,other_countries,NA,1997,2022,0,NA,0,26,26,0,26,0,0,0,0,NA,NA,0,clean_control
clean_controls,DNK,Denmark,FALSE,other_countries,NA,1997,2022,0,NA,0,26,26,0,26,0,0,0,0,NA,NA,0,clean_control
clean_controls,DOM,Dominican Republic,FALSE,other_countries,NA,1997,2022,0,NA,0,26,26,0,26,0,0,0,0,NA,NA,0,clean_control
clean_controls,DZA,Algeria,FALSE,other_countries,NA,1997,2022,0,NA,0,26,26,0,26,0,0,0,0,NA,NA,0,clean_control
clean_controls,ECU,Ecuador,FALSE,other_countries,NA,1997,2022,0,NA,0,26,26,0,26,0,0,0,0,NA,NA,0,clean_control
clean_controls,EGY,Egypt,FALSE,other_countries,NA,1997,2022,0,NA,0,26,26,0,26,0,0,0,0,NA,NA,0,clean_control
clean_controls,ESP,Spain,FALSE,other_countries,NA,1997,2022,0,NA,0,26,26,0,26,0,0,0,0,NA,NA,0,clean_control
clean_controls,EST,Estonia,FALSE,other_countries,NA,1997,2022,0,NA,0,26,26,0,26,0,0,0,0,NA,NA,0,clean_control
clean_controls,FIN,Finland,FALSE,other_countries,NA,1997,2022,0,NA,0,26,26,0,26,0,0,0,0,NA,NA,0,clean_control
clean_controls,FJI,Fiji,FALSE,other_countries,NA,1997,2022,0,NA,0,26,26,0,26,0,0,0,0,NA,NA,0,clean_control
clean_controls,FRA,France,FALSE,other_countries,NA,1997,2022,0,NA,0,26,26,0,26,0,0,0,0,NA,NA,0,clean_control
clean_controls,FSM,Micronesia (Federated States of),FALSE,other_countries,NA,1997,2022,0,NA,0,26,26,0,26,0,0,0,0,NA,NA,0,clean_control
clean_controls,GBR,United Kingdom,FALSE,other_countries,NA,1997,2022,0,NA,0,26,26,0,26,0,0,0,0,NA,NA,0,clean_control
clean_controls,GEO,Georgia,FALSE,other_countries,NA,1997,2022,0,NA,0,26,26,0,26,0,0,0,0,NA,NA,0,clean_control
clean_controls,GRC,Greece,FALSE,other_countries,NA,1997,2022,0,NA,0,26,26,0,26,0,0,0,0,NA,NA,0,clean_control
clean_controls,GRD,Grenada,FALSE,other_countries,NA,1997,2022,0,NA,0,26,26,0,26,0,0,0,0,NA,NA,0,clean_control
clean_controls,GTM,Guatemala,FALSE,other_countries,NA,1997,2022,0,NA,0,26,26,0,26,0,0,0,0,NA,NA,0,clean_control
clean_controls,GUY,Guyana,FALSE,other_countries,NA,1997,2022,0,NA,0,26,26,0,26,0,0,0,0,NA,NA,0,clean_control
clean_controls,HND,Honduras,FALSE,other_countries,NA,1997,2022,0,NA,0,26,26,0,26,0,0,0,0,NA,NA,0,clean_control
clean_controls,HRV,Croatia,FALSE,other_countries,NA,1997,2022,0,NA,0,26,26,0,26,0,0,0,0,NA,NA,0,clean_control
clean_controls,HTI,Haiti,FALSE,other_countries,NA,1997,2022,0,NA,0,26,26,0,26,0,0,0,0,NA,NA,0,clean_control
clean_controls,HUN,Hungary,FALSE,other_countries,NA,1997,2022,0,NA,0,26,26,0,26,0,0,0,0,NA,NA,0,clean_control
clean_controls,IND,India,FALSE,other_countries,NA,1997,2022,0,NA,0,26,26,0,26,0,0,0,0,NA,NA,0,clean_control
clean_controls,IRL,Ireland,FALSE,other_countries,NA,1997,2022,0,NA,0,26,26,0,26,0,0,0,0,NA,NA,0,clean_control
clean_controls,ISL,Iceland,FALSE,other_countries,NA,1997,2022,0,NA,0,26,26,0,26,0,0,0,0,NA,NA,0,clean_control
