model_id,estimand_group,switch_type,event_time,count,estimate,se,ci_95_low,ci_95_high
clean_controls_without_gab_qat,all_treated_episodes,switch_on_att,-15,1,0.06897573822365688,0.03149787656663058,0.007241034563572828,0.13071044188374092
clean_controls_without_gab_qat,all_treated_episodes,switch_on_att,-14,1,-0.18840255605157286,0.02141874303667543,-0.23038252099757475,-0.14642259110557096
clean_controls_without_gab_qat,all_treated_episodes,switch_on_att,-13,1,0.08809474523283078,0.013738701021442421,0.061167386036439994,0.11502210442922157
clean_controls_without_gab_qat,all_treated_episodes,switch_on_att,-12,1,0.13423594641631775,0.012799034457563165,0.10915029984260681,0.1593215929900287
clean_controls_without_gab_qat,all_treated_episodes,switch_on_att,-11,3,-0.10992690462484614,0.0797817716871353,-0.2662963037544287,0.04644249450473639
clean_controls_without_gab_qat,all_treated_episodes,switch_on_att,-10,4,-0.1280195999431964,0.07681633844811678,-0.27857685672574467,0.022537656839351883
clean_controls_without_gab_qat,all_treated_episodes,switch_on_att,-9,4,-0.08257633090649905,0.10362792323691497,-0.2856833282435337,0.12053066643053562
clean_controls_without_gab_qat,all_treated_episodes,switch_on_att,-8,4,-0.0046194841473245485,0.08642081306660478,-0.17400116527253837,0.16476219697788927
clean_controls_without_gab_qat,all_treated_episodes,switch_on_att,-7,4,-0.043899039353746394,0.05225845752891827,-0.14632373399804222,0.05852565529054943
clean_controls_without_gab_qat,all_treated_episodes,switch_on_att,-6,4,0.0038901641462531777,0.040901995095718305,-0.0762762731371886,0.08405660142969495
clean_controls_without_gab_qat,all_treated_episodes,switch_on_att,-5,4,-0.014965291872095415,0.05582237326093983,-0.12437513299508918,0.09444454925089835
clean_controls_without_gab_qat,all_treated_episodes,switch_on_att,-4,4,0.09798784203323266,0.05855853955092521,-0.01678478647384503,0.21276047054031033
clean_controls_without_gab_qat,all_treated_episodes,switch_on_att,-3,4,0.08436553097692626,0.0731301017500765,-0.05896683463897323,0.22769789659282574
clean_controls_without_gab_qat,all_treated_episodes,switch_on_att,-2,4,0.13100052244827856,0.08663672769727215,-0.03880434357677859,0.3008053884733357
clean_controls_without_gab_qat,all_treated_episodes,switch_on_att,-1,4,0.0017642568946603654,0.07698199968880264,-0.1491176899532664,0.15264620374258714
clean_controls_without_gab_qat,all_treated_episodes,switch_on_att,0,4,0.01179063973686409,0.08837040368879659,-0.16141216879244272,0.1849934482661709
clean_controls_without_gab_qat,all_treated_episodes,switch_on_att,1,4,-0.1252613656545305,0.10904786390223827,-0.3389912514939429,0.08846852018488188
clean_controls_without_gab_qat,all_treated_episodes,switch_on_att,2,4,-0.08171246113958339,0.10079883272676571,-0.2792745429677215,0.1158496206885547
clean_controls_without_gab_qat,all_treated_episodes,switch_on_att,3,4,-0.11626340141954772,0.10293045519437816,-0.3180033865128426,0.08547658367374716
clean_controls_without_gab_qat,all_treated_episodes,switch_on_att,4,4,-0.15161857529187478,0.1396150572769111,-0.4252590592541173,0.12202190867036772
clean_controls_without_gab_qat,all_treated_episodes,switch_on_att,5,4,-0.19554948188542776,0.09898656182707606,-0.3895595780199441,-0.0015393857509113928
clean_controls_without_gab_qat,all_treated_episodes,switch_on_att,6,4,-0.17736064300531756,0.15221094656590162,-0.4756886163272353,0.12096733031660017
clean_controls_without_gab_qat,all_treated_episodes,switch_on_att,7,4,-0.24882419466722253,0.0681152168081283,-0.3823275664102913,-0.11532082292415374
clean_controls_without_gab_qat,all_treated_episodes,switch_on_att,8,4,-0.21953612442198459,0.09904083248053389,-0.41365258908269575,-0.025419659761273417
clean_controls_without_gab_qat,all_treated_episodes,switch_on_att,9,4,-0.2755817166243653,0.049056735898014146,-0.3717311521835662,-0.17943228106516443
clean_controls_without_gab_qat,all_treated_episodes,switch_on_att,10,4,-0.041643150331508096,0.13465927209269646,-0.3055704738175727,0.22228417315455648
clean_controls_without_gab_qat,all_treated_episodes,switch_on_att,11,3,0.05377613220719468,0.10031873994084634,-0.1428449850513039,0.2503972494656933
clean_controls_without_gab_qat,all_treated_episodes,switch_on_att,12,3,0.06666238248655978,0.1912893363608782,-0.30825782740732954,0.44158259238044917
clean_controls_without_gab_qat,all_treated_episodes,switch_on_att,13,3,-0.059893926668995845,0.05055479784267871,-0.15897950968634933,0.039191656348357626
clean_controls_without_gab_qat,all_treated_episodes,switch_on_att,14,3,0.047021842829417335,0.17367505591507684,-0.2933750117771133,0.387418697435948
clean_controls_without_gab_qat,all_treated_episodes,switch_on_att,15,1,0.0715549495259371,0.02584246702292349,0.020904644889343044,0.12220525416253117
full_switching_without_gab_qat,all_treated_episodes,switch_on_att,-15,1,0.13402455263426694,0.028282136842043788,0.07859258301802774,0.18945652225050613
full_switching_without_gab_qat,all_treated_episodes,switch_on_att,-14,1,-0.22475097514637865,0.019171898474665824,-0.26232720567198203,-0.18717474462077524
full_switching_without_gab_qat,all_treated_episodes,switch_on_att,-13,1,0.08556212523557827,0.013264680875360344,0.05956382845345476,0.11156042201770178
full_switching_without_gab_qat,all_treated_episodes,switch_on_att,-12,1,0.1504595585129327,0.012199164381229742,0.12654963568423855,0.17436948134162683
full_switching_without_gab_qat,all_treated_episodes,switch_on_att,-11,3,-0.07045996755127135,0.06657181565436879,-0.2009383286192739,0.06001839351673122
full_switching_without_gab_qat,all_treated_episodes,switch_on_att,-10,4,-0.13656237143830646,0.0926997221818672,-0.3182504882916349,0.045125745415021956
full_switching_without_gab_qat,all_treated_episodes,switch_on_att,-9,4,-0.088391980070816,0.10983361643693104,-0.3036619125789873,0.12687795243735528
full_switching_without_gab_qat,all_treated_episodes,switch_on_att,-8,4,0.0025875095054972777,0.08626262221048908,-0.16648412323904624,0.17165914225004078
full_switching_without_gab_qat,all_treated_episodes,switch_on_att,-7,4,-0.04667515806566566,0.05568336411682911,-0.15581254627268068,0.062462230141349356
full_switching_without_gab_qat,all_treated_episodes,switch_on_att,-6,4,-0.003973420435471026,0.046175395459904726,-0.09447553250877859,0.08652869163783654
full_switching_without_gab_qat,all_treated_episodes,switch_on_att,-5,4,-0.012503198395954984,0.06685229055083881,-0.1435312801596064,0.11852488336769643
full_switching_without_gab_qat,all_treated_episodes,switch_on_att,-4,4,0.10321552717347068,0.06114439982213635,-0.01662529433423382,0.2230563486811752
full_switching_without_gab_qat,all_treated_episodes,switch_on_att,-3,4,0.07643067647504795,0.07374675636661404,-0.06811030998016548,0.22097166293026138
full_switching_without_gab_qat,all_treated_episodes,switch_on_att,-2,4,0.1337759768816414,0.09350637982827623,-0.049493159906502576,0.3170451136697854
full_switching_without_gab_qat,all_treated_episodes,switch_on_att,-1,4,-0.006762652973664601,0.0742896826793693,-0.15236775544813747,0.13884244950080826
full_switching_without_gab_qat,all_treated_episodes,switch_on_att,0,4,-0.004619747567951832,0.08519205174183925,-0.1715931007510295,0.16235360561512582
full_switching_without_gab_qat,all_treated_episodes,switch_on_att,1,4,-0.14644354872513435,0.10492946453368077,-0.35210152012822155,0.05921442267795285
full_switching_without_gab_qat,all_treated_episodes,switch_on_att,2,4,-0.09641848305285536,0.09916726340893459,-0.2907827477797639,0.09794578167405313
full_switching_without_gab_qat,all_treated_episodes,switch_on_att,3,4,-0.1338393397848746,0.10476827974543336,-0.33918139480814113,0.07150271523839194
full_switching_without_gab_qat,all_treated_episodes,switch_on_att,4,4,-0.16342437275490962,0.13944042617464317,-0.4367225860461264,0.10987384053630717
full_switching_without_gab_qat,all_treated_episodes,switch_on_att,5,4,-0.21546665671267726,0.0962748420709353,-0.404161879788992,-0.02677143363636253
full_switching_without_gab_qat,all_treated_episodes,switch_on_att,6,4,-0.1950163391535325,0.15343716573015537,-0.4957476578745404,0.10571497956747539
full_switching_without_gab_qat,all_treated_episodes,switch_on_att,7,4,-0.2832045220109454,0.06577694633508865,-0.41212496784074304,-0.15428407618114778
full_switching_without_gab_qat,all_treated_episodes,switch_on_att,8,4,-0.25000185380007145,0.1060467110874784,-0.4578495882104535,-0.04215411938968941
full_switching_without_gab_qat,all_treated_episodes,switch_on_att,9,4,-0.3087041475526213,0.046315577321355196,-0.3994810110256576,-0.21792728407958506
full_switching_without_gab_qat,all_treated_episodes,switch_on_att,10,4,-0.05733680445150044,0.14120571424752407,-0.3340949187879019,0.21942130988490102
full_switching_without_gab_qat,all_treated_episodes,switch_on_att,11,3,0.03315845063210672,0.10152328251542955,-0.16582352669042016,0.23214042795463358
full_switching_without_gab_qat,all_treated_episodes,switch_on_att,12,3,0.05355535842757693,0.19494750082815132,-0.32853472207169193,0.43564543892684576
full_switching_without_gab_qat,all_treated_episodes,switch_on_att,13,3,-0.09055151649892512,0.04324683590971332,-0.17531375732727672,-0.005789275670573524
full_switching_without_gab_qat,all_treated_episodes,switch_on_att,14,3,0.04127084398217873,0.18994962127125167,-0.33102357258649784,0.4135652605508553
full_switching_without_gab_qat,all_treated_episodes,switch_on_att,15,1,0.08232603916898817,0.02588365857441403,0.031595000575005326,0.13305707776297102
